cancellation_id,subscription_id,cancellation_date,cancellation_reason,voluntary_churn,save_offer_presented,save_offer_accepted
CAN002344,SUB0007241,2026-01-29,Low Usage,1,0,0
CAN002345,SUB0007247,2026-04-17,Other,1,1,0
CAN002346,SUB0007248,2025-10-25,Poor Support Experience,1,0,0
CAN002347,SUB0007249,2026-06-13,Product Not Needed,1,0,0
CAN002348,SUB0007258,2026-03-31,Too Expensive,1,0,0
CAN002349,SUB0007259,2025-09-28,Product Usability,1,1,0
CAN002350,SUB0007260,2026-04-18,Payment Failure,0,0,0
CAN002351,SUB0007267,2026-01-13,Product Not Needed,1,0,0
CAN002352,SUB0007268,2025-10-10,Product Not Needed,1,0,0
CAN002353,SUB0007273,2025-12-23,Temporary Need Ended,1,0,0
CAN002354,SUB0007275,2025-10-31,Temporary Need Ended,1,1,0
CAN002355,SUB0007276,2026-06-13,Payment Failure,0,0,0
CAN002356,SUB0007280,2025-01-09,Too Expensive,1,1,0
CAN002357,SUB0007281,2026-06-25,Competitor,1,0,0
CAN002358,SUB0007282,2026-05-21,Payment Failure,0,0,0
CAN002359,SUB0007283,2025-05-22,Too Expensive,1,0,0
CAN002360,SUB0007288,2024-04-13,Temporary Need Ended,1,1,0
CAN002361,SUB0007289,2025-09-12,Payment Failure,0,0,0
CAN002362,SUB0007290,2024-09-19,Payment Failure,0,0,0
CAN002363,SUB0007291,2025-03-09,Product Not Needed,1,1,0
CAN002364,SUB0007305,2025-02-10,Temporary Need Ended,1,1,0
CAN002365,SUB0007309,2026-05-09,Temporary Need Ended,1,1,0
CAN002366,SUB0007311,2025-12-16,Too Expensive,1,0,0
CAN002367,SUB0007315,2025-08-19,Product Not Needed,1,0,0
CAN002368,SUB0007316,2024-09-19,Payment Failure,0,0,0
CAN002369,SUB0007318,2025-08-31,Low Usage,1,1,0
CAN002370,SUB0007319,2025-03-31,Too Expensive,1,1,0
CAN002371,SUB0007321,2025-10-27,Too Expensive,1,0,0
CAN002372,SUB0007323,2025-03-14,Payment Failure,0,0,0
CAN002373,SUB0007332,2025-04-26,Too Expensive,1,0,0
CAN002374,SUB0007333,2026-03-30,Payment Failure,0,0,0
CAN002375,SUB0007334,2026-05-14,Product Not Needed,1,0,0
CAN002376,SUB0007336,2025-03-17,Temporary Need Ended,1,0,0
CAN002377,SUB0007341,2025-11-09,Payment Failure,0,0,0
CAN002378,SUB0007342,2026-03-31,Payment Failure,0,0,0
CAN002379,SUB0007344,2025-07-21,Competitor,1,0,0
CAN002380,SUB0007347,2025-04-29,Temporary Need Ended,1,0,0
CAN002381,SUB0007347,2025-12-28,Competitor,1,0,0
CAN002382,SUB0007349,2024-05-19,Product Not Needed,1,1,0
CAN002383,SUB0007352,2025-07-18,Payment Failure,0,0,0
CAN002384,SUB0007355,2026-06-09,Product Not Needed,1,1,0
CAN002385,SUB0007356,2025-07-13,Other,1,1,0
CAN002386,SUB0007358,2024-11-21,Too Expensive,1,1,0
CAN002387,SUB0007361,2025-09-21,Too Expensive,1,1,0
CAN002388,SUB0007362,2025-06-16,Temporary Need Ended,1,0,0
CAN002389,SUB0007364,2024-02-26,Temporary Need Ended,1,0,0
CAN002390,SUB0007368,2025-11-20,Other,1,1,0
CAN002391,SUB0007370,2025-04-09,Competitor,1,1,0
CAN002392,SUB0007373,2025-02-19,Payment Failure,0,0,0
CAN002393,SUB0007376,2025-02-24,Too Expensive,1,0,0
CAN002394,SUB0007377,2024-04-28,Product Not Needed,1,1,0
CAN002395,SUB0007381,2026-02-11,Competitor,1,0,0
CAN002396,SUB0007382,2025-02-26,Competitor,1,1,0
CAN002397,SUB0007384,2026-04-21,Low Usage,1,0,0
CAN002398,SUB0007386,2026-06-19,Temporary Need Ended,1,0,0
CAN002399,SUB0007387,2025-12-13,Product Not Needed,1,0,0
CAN002400,SUB0007388,2024-12-11,Too Expensive,1,1,0
CAN002401,SUB0007390,2025-11-28,Competitor,1,1,0
CAN002402,SUB0007392,2026-02-24,Too Expensive,1,1,0
CAN002403,SUB0007394,2024-05-28,Payment Failure,0,0,0
CAN002404,SUB0007403,2025-02-18,Too Expensive,1,0,0
CAN002405,SUB0007408,2026-06-24,Product Not Needed,1,0,0
CAN002406,SUB0007409,2024-06-17,Product Not Needed,1,1,0
CAN002407,SUB0007410,2026-01-27,Too Expensive,1,1,0
CAN002408,SUB0007416,2026-06-11,Temporary Need Ended,1,1,0
CAN002409,SUB0007418,2025-11-30,Temporary Need Ended,1,0,0
CAN002410,SUB0007420,2025-05-29,Poor Support Experience,1,0,0
CAN002411,SUB0007422,2026-06-23,Other,1,1,0
CAN002412,SUB0007428,2025-09-29,Competitor,1,0,0
CAN002413,SUB0007431,2025-05-31,Payment Failure,0,0,0
CAN002414,SUB0007433,2025-10-11,Too Expensive,1,0,0
CAN002415,SUB0007435,2026-03-21,Payment Failure,0,0,0
CAN002416,SUB0007436,2026-02-14,Payment Failure,0,0,0
CAN002417,SUB0007439,2024-12-12,Temporary Need Ended,1,1,0
CAN002418,SUB0007442,2025-05-14,Product Usability,1,1,0
CAN002419,SUB0007446,2025-11-15,Low Usage,1,0,0
CAN002420,SUB0007447,2026-05-22,Other,1,1,0
CAN002421,SUB0007448,2026-02-28,Other,1,0,0
CAN002422,SUB0007449,2025-02-17,Competitor,1,1,0
CAN002423,SUB0007450,2025-02-10,Competitor,1,0,0
CAN002424,SUB0007453,2026-05-12,Other,1,0,0
CAN002425,SUB0007456,2026-04-18,Temporary Need Ended,1,0,0
CAN002426,SUB0007458,2026-04-22,Too Expensive,1,1,0
CAN002427,SUB0007467,2024-08-18,Poor Support Experience,1,1,0
CAN002428,SUB0007468,2025-03-28,Other,1,0,0
CAN002429,SUB0007469,2025-09-30,Too Expensive,1,1,0
CAN002430,SUB0007472,2026-02-14,Product Not Needed,1,0,0
CAN002431,SUB0007476,2026-05-13,Low Usage,1,1,0
CAN002432,SUB0007477,2025-12-09,Low Usage,1,1,0
CAN002433,SUB0007478,2024-10-21,Product Not Needed,1,0,0
CAN002434,SUB0007479,2025-06-30,Product Not Needed,1,1,0
CAN002435,SUB0007483,2025-06-16,Payment Failure,0,0,0
CAN002436,SUB0007492,2025-09-17,Other,1,0,0
CAN002437,SUB0007494,2025-04-19,Too Expensive,1,1,0
CAN002438,SUB0007496,2026-05-20,Temporary Need Ended,1,0,0
CAN002439,SUB0007501,2026-04-27,Too Expensive,1,0,0
CAN002440,SUB0007504,2025-11-09,Low Usage,1,0,0
CAN002441,SUB0007509,2025-03-26,Other,1,1,0
CAN002442,SUB0007511,2026-01-20,Other,1,1,0
CAN002443,SUB0007513,2024-07-18,Too Expensive,1,1,0
CAN002444,SUB0007515,2025-06-10,Product Not Needed,1,0,0
CAN002445,SUB0007516,2026-03-25,Product Not Needed,1,1,0
CAN002446,SUB0007517,2025-03-27,Other,1,1,0
CAN002447,SUB0007518,2026-01-20,Too Expensive,1,0,0
CAN002448,SUB0007519,2026-05-13,Payment Failure,0,0,0
CAN002449,SUB0007524,2025-11-14,Temporary Need Ended,1,1,0
CAN002450,SUB0007529,2025-01-22,Product Not Needed,1,1,0
CAN002451,SUB0007530,2026-03-11,Other,1,1,0
CAN002452,SUB0007536,2025-10-17,Too Expensive,1,0,0
CAN002453,SUB0007538,2026-05-18,Competitor,1,0,0
CAN002454,SUB0007540,2026-05-16,Too Expensive,1,1,0
CAN002455,SUB0007541,2025-03-24,Competitor,1,1,0
CAN002456,SUB0007545,2025-08-24,Competitor,1,0,0
CAN002457,SUB0007546,2024-09-30,Product Not Needed,1,1,0
CAN002458,SUB0007557,2025-08-13,Temporary Need Ended,1,1,0
CAN002459,SUB0007565,2025-07-10,Low Usage,1,0,0
CAN002460,SUB0007571,2026-02-23,Other,1,1,0
CAN002461,SUB0007579,2026-05-16,Payment Failure,0,0,0
CAN002462,SUB0007580,2025-04-25,Payment Failure,0,0,0
CAN002463,SUB0007592,2025-04-19,Too Expensive,1,0,0
CAN002464,SUB0007596,2026-04-16,Product Not Needed,1,0,0
CAN002465,SUB0007597,2026-03-22,Product Not Needed,1,0,0
CAN002466,SUB0007601,2024-04-25,Too Expensive,1,1,0
CAN002467,SUB0007606,2025-02-11,Competitor,1,0,0
CAN002468,SUB0007607,2024-12-19,Product Usability,1,0,0
CAN002469,SUB0007614,2026-04-09,Competitor,1,0,0
CAN002470,SUB0007616,2025-07-17,Product Usability,1,0,0
CAN002471,SUB0007617,2026-04-21,Product Not Needed,1,1,0
CAN002472,SUB0007631,2024-07-20,Product Not Needed,1,0,0
CAN002473,SUB0007632,2025-01-25,Product Usability,1,1,0
CAN002474,SUB0007637,2025-06-15,Product Usability,1,0,0
CAN002475,SUB0007644,2026-03-16,Competitor,1,0,0
CAN002476,SUB0007645,2024-06-18,Too Expensive,1,0,0
CAN002477,SUB0007648,2025-12-09,Too Expensive,1,0,0
CAN002478,SUB0007652,2025-03-23,Too Expensive,1,1,0
CAN002479,SUB0007655,2025-03-20,Low Usage,1,1,0
CAN002480,SUB0007656,2026-05-15,Product Not Needed,1,1,0
CAN002481,SUB0007658,2025-01-18,Competitor,1,0,0
CAN002482,SUB0007663,2025-03-24,Too Expensive,1,1,0
CAN002483,SUB0007664,2026-03-30,Payment Failure,0,0,0
CAN002484,SUB0007665,2025-04-16,Too Expensive,1,1,0
CAN002485,SUB0007665,2026-06-15,Competitor,1,1,0
CAN002486,SUB0007667,2026-01-21,Competitor,1,0,0
CAN002487,SUB0007669,2025-08-12,Too Expensive,1,1,0
CAN002488,SUB0007671,2025-06-27,Temporary Need Ended,1,0,0
CAN002489,SUB0007673,2025-09-17,Technical Problems,1,1,0
CAN002490,SUB0007675,2026-01-19,Too Expensive,1,0,0
CAN002491,SUB0007681,2026-01-30,Product Not Needed,1,1,0
CAN002492,SUB0007683,2026-01-11,Product Not Needed,1,1,0
CAN002493,SUB0007687,2025-12-22,Payment Failure,0,0,0
CAN002494,SUB0007693,2025-05-15,Too Expensive,1,0,0
CAN002495,SUB0007697,2025-10-22,Payment Failure,0,0,0
CAN002496,SUB0007700,2026-01-22,Payment Failure,0,0,0
CAN002497,SUB0007701,2025-05-10,Payment Failure,0,0,0
CAN002498,SUB0007701,2025-11-25,Product Usability,1,1,0
CAN002499,SUB0007712,2024-09-28,Too Expensive,1,1,0
CAN002500,SUB0007714,2026-02-24,Low Usage,1,0,0
CAN002501,SUB0007721,2024-07-12,Too Expensive,1,0,0
CAN002502,SUB0007721,2026-04-30,Other,1,0,0
CAN002503,SUB0007722,2026-04-24,Too Expensive,1,1,0
CAN002504,SUB0007733,2024-12-24,Payment Failure,0,0,0
CAN002505,SUB0007740,2025-06-13,Other,1,1,0
CAN002506,SUB0007741,2026-04-16,Too Expensive,1,1,0
CAN002507,SUB0007744,2025-04-23,Payment Failure,0,0,0
CAN002508,SUB0007745,2026-02-22,Product Not Needed,1,1,0
CAN002509,SUB0007747,2026-04-10,Too Expensive,1,1,0
CAN002510,SUB0007749,2025-02-16,Too Expensive,1,1,0
CAN002511,SUB0007750,2024-09-09,Product Not Needed,1,1,0
CAN002512,SUB0007751,2026-02-14,Payment Failure,0,0,0
CAN002513,SUB0007758,2024-05-24,Product Not Needed,1,0,0
CAN002514,SUB0007759,2024-09-19,Too Expensive,1,0,0
CAN002515,SUB0007761,2026-06-15,Low Usage,1,1,0
CAN002516,SUB0007763,2024-06-11,Product Not Needed,1,0,0
CAN002517,SUB0007769,2026-02-10,Competitor,1,1,0
CAN002518,SUB0007770,2025-12-16,Product Not Needed,1,0,0
CAN002519,SUB0007775,2026-05-24,Low Usage,1,1,0
CAN002520,SUB0007779,2026-04-14,Payment Failure,0,0,0
CAN002521,SUB0007780,2026-02-15,Too Expensive,1,1,0
CAN002522,SUB0007784,2026-05-18,Competitor,1,1,0
CAN002523,SUB0007787,2026-05-19,Product Not Needed,1,0,0
CAN002524,SUB0007790,2026-02-21,Product Not Needed,1,0,0
CAN002525,SUB0007791,2026-02-26,Product Not Needed,1,0,0
CAN002526,SUB0007799,2026-04-18,Competitor,1,0,0
CAN002527,SUB0007808,2026-02-18,Temporary Need Ended,1,0,0
CAN002528,SUB0007817,2026-02-28,Too Expensive,1,0,0
CAN002529,SUB0007818,2024-08-16,Temporary Need Ended,1,0,0
CAN002530,SUB0007820,2026-06-10,Temporary Need Ended,1,0,0
CAN002531,SUB0007821,2026-01-29,Low Usage,1,1,0
CAN002532,SUB0007824,2024-09-15,Competitor,1,0,0
CAN002533,SUB0007824,2026-01-21,Product Not Needed,1,1,0
CAN002534,SUB0007829,2025-10-15,Product Not Needed,1,0,0
CAN002535,SUB0007830,2026-05-29,Poor Support Experience,1,1,0
CAN002536,SUB0007836,2025-08-24,Too Expensive,1,0,0
CAN002537,SUB0007838,2025-04-26,Too Expensive,1,0,0
CAN002538,SUB0007854,2026-02-26,Too Expensive,1,0,0
CAN002539,SUB0007855,2026-02-25,Temporary Need Ended,1,0,0
CAN002540,SUB0007856,2024-10-25,Too Expensive,1,0,0
CAN002541,SUB0007857,2026-04-27,Too Expensive,1,1,0
CAN002542,SUB0007859,2025-11-09,Product Usability,1,0,0
CAN002543,SUB0007860,2025-01-13,Other,1,1,0
CAN002544,SUB0007862,2024-11-21,Product Not Needed,1,1,0
CAN002545,SUB0007863,2026-02-26,Product Not Needed,1,0,0
CAN002546,SUB0007866,2025-01-17,Low Usage,1,1,0
CAN002547,SUB0007869,2025-12-12,Other,1,1,0
CAN002548,SUB0007873,2026-04-23,Temporary Need Ended,1,1,0
CAN002549,SUB0007882,2025-10-31,Product Not Needed,1,1,0
CAN002550,SUB0007885,2025-12-28,Too Expensive,1,1,0
CAN002551,SUB0007885,2026-06-30,Product Not Needed,1,1,0
CAN002552,SUB0007887,2026-04-29,Other,1,1,0
CAN002553,SUB0007888,2026-06-17,Competitor,1,1,0
CAN002554,SUB0007890,2026-06-29,Competitor,1,0,0
CAN002555,SUB0007895,2024-11-27,Temporary Need Ended,1,0,0
CAN002556,SUB0007901,2025-07-20,Temporary Need Ended,1,0,0
CAN002557,SUB0007902,2026-06-30,Other,1,1,0
CAN002558,SUB0007903,2025-03-29,Too Expensive,1,0,0
CAN002559,SUB0007910,2026-02-20,Low Usage,1,1,0
CAN002560,SUB0007911,2024-07-15,Low Usage,1,0,0
CAN002561,SUB0007912,2025-08-25,Payment Failure,0,0,0
CAN002562,SUB0007913,2025-11-10,Too Expensive,1,0,0
CAN002563,SUB0007913,2026-05-30,Temporary Need Ended,1,1,0
CAN002564,SUB0007914,2025-10-16,Temporary Need Ended,1,0,0
CAN002565,SUB0007919,2025-04-10,Too Expensive,1,0,0
CAN002566,SUB0007924,2026-05-15,Payment Failure,0,0,0
CAN002567,SUB0007927,2025-08-30,Competitor,1,1,0
CAN002568,SUB0007928,2024-12-16,Temporary Need Ended,1,1,0
CAN002569,SUB0007928,2025-09-28,Other,1,0,0
CAN002570,SUB0007928,2026-01-18,Competitor,1,1,0
CAN002571,SUB0007931,2026-06-23,Payment Failure,0,0,0
CAN002572,SUB0007936,2025-09-21,Low Usage,1,1,0
CAN002573,SUB0007939,2025-03-19,Too Expensive,1,1,0
CAN002574,SUB0007940,2025-09-26,Low Usage,1,1,0
CAN002575,SUB0007946,2026-03-15,Competitor,1,0,0
CAN002576,SUB0007947,2025-06-25,Product Not Needed,1,1,0
CAN002577,SUB0007950,2025-09-11,Product Not Needed,1,0,0
CAN002578,SUB0007958,2025-07-09,Product Not Needed,1,0,0
CAN002579,SUB0007959,2026-01-20,Too Expensive,1,0,0
CAN002580,SUB0007960,2026-01-19,Too Expensive,1,1,0
CAN002581,SUB0007962,2025-09-11,Too Expensive,1,1,0
CAN002582,SUB0007967,2026-06-15,Temporary Need Ended,1,1,0
CAN002583,SUB0007968,2026-06-28,Too Expensive,1,0,0
CAN002584,SUB0007969,2024-09-17,Product Not Needed,1,1,0
CAN002585,SUB0007970,2025-10-27,Payment Failure,0,0,0
CAN002586,SUB0007972,2025-07-24,Other,1,0,0
CAN002587,SUB0007979,2026-04-30,Too Expensive,1,1,0
CAN002588,SUB0007981,2025-07-10,Too Expensive,1,0,0
CAN002589,SUB0007985,2025-03-27,Payment Failure,0,0,0
CAN002590,SUB0007987,2025-09-09,Other,1,1,0
CAN002591,SUB0007988,2026-01-13,Product Not Needed,1,1,0
CAN002592,SUB0007991,2026-03-11,Payment Failure,0,0,0
CAN002593,SUB0007992,2025-08-31,Too Expensive,1,1,0
CAN002594,SUB0007997,2025-08-10,Temporary Need Ended,1,1,0
CAN002595,SUB0007999,2025-07-15,Temporary Need Ended,1,0,0
CAN002596,SUB0008002,2025-11-29,Payment Failure,0,0,0
CAN002597,SUB0008006,2026-05-10,Other,1,1,0
CAN002598,SUB0008010,2025-09-28,Payment Failure,0,0,0
CAN002599,SUB0008013,2025-07-30,Too Expensive,1,0,0
CAN002600,SUB0008014,2025-12-09,Too Expensive,1,0,0
CAN002601,SUB0008015,2026-01-24,Too Expensive,1,1,0
CAN002602,SUB0008017,2025-06-12,Product Not Needed,1,1,0
CAN002603,SUB0008023,2025-08-14,Too Expensive,1,1,0
CAN002604,SUB0008024,2025-09-21,Too Expensive,1,0,0
CAN002605,SUB0008032,2025-04-26,Too Expensive,1,1,0
CAN002606,SUB0008035,2025-04-12,Too Expensive,1,0,0
CAN002607,SUB0008037,2026-04-23,Temporary Need Ended,1,0,0
CAN002608,SUB0008038,2025-02-22,Too Expensive,1,0,0
CAN002609,SUB0008039,2025-04-25,Product Not Needed,1,1,0
CAN002610,SUB0008040,2026-06-27,Low Usage,1,1,0
CAN002611,SUB0008041,2025-08-30,Temporary Need Ended,1,0,0
CAN002612,SUB0008052,2026-05-29,Product Not Needed,1,0,0
CAN002613,SUB0008053,2024-08-30,Other,1,0,0
CAN002614,SUB0008054,2025-03-20,Product Not Needed,1,0,0
CAN002615,SUB0008055,2025-09-21,Competitor,1,0,0
CAN002616,SUB0008056,2024-11-16,Too Expensive,1,0,0
CAN002617,SUB0008060,2025-06-20,Temporary Need Ended,1,0,0
CAN002618,SUB0008072,2025-11-12,Too Expensive,1,1,0
CAN002619,SUB0008085,2025-12-20,Low Usage,1,0,0
CAN002620,SUB0008086,2024-08-26,Temporary Need Ended,1,0,0
CAN002621,SUB0008090,2026-03-18,Product Not Needed,1,1,0
CAN002622,SUB0008092,2024-11-30,Too Expensive,1,1,0
CAN002623,SUB0008095,2025-03-31,Temporary Need Ended,1,1,0
CAN002624,SUB0008096,2026-02-24,Competitor,1,0,0
CAN002625,SUB0008099,2025-09-14,Other,1,1,0
CAN002626,SUB0008100,2026-03-18,Temporary Need Ended,1,1,0
CAN002627,SUB0008107,2025-10-12,Other,1,0,0
CAN002628,SUB0008109,2025-08-20,Too Expensive,1,0,0
CAN002629,SUB0008117,2024-11-29,Product Not Needed,1,1,0
CAN002630,SUB0008124,2026-06-17,Product Not Needed,1,1,0
CAN002631,SUB0008125,2025-12-23,Product Not Needed,1,0,0
CAN002632,SUB0008126,2024-10-29,Other,1,1,0
CAN002633,SUB0008127,2025-05-24,Product Not Needed,1,1,0
CAN002634,SUB0008134,2024-11-11,Too Expensive,1,0,0
CAN002635,SUB0008135,2025-01-28,Product Not Needed,1,1,0
CAN002636,SUB0008142,2026-06-19,Product Not Needed,1,0,0
CAN002637,SUB0008145,2025-03-30,Too Expensive,1,0,0
CAN002638,SUB0008146,2024-12-16,Other,1,1,0
CAN002639,SUB0008147,2025-06-28,Low Usage,1,1,0
CAN002640,SUB0008150,2024-07-11,Payment Failure,0,0,0
CAN002641,SUB0008150,2025-11-21,Too Expensive,1,1,0
CAN002642,SUB0008150,2026-06-29,Product Not Needed,1,1,0
CAN002643,SUB0008153,2025-03-25,Temporary Need Ended,1,1,0
CAN002644,SUB0008155,2025-11-26,Product Not Needed,1,0,0
CAN002645,SUB0008160,2025-11-12,Product Usability,1,0,0
CAN002646,SUB0008164,2025-08-12,Product Not Needed,1,1,0
CAN002647,SUB0008167,2025-10-21,Temporary Need Ended,1,1,0
CAN002648,SUB0008174,2024-07-22,Product Not Needed,1,0,0
CAN002649,SUB0008182,2025-10-31,Competitor,1,0,0
CAN002650,SUB0008183,2025-06-24,Too Expensive,1,0,0
CAN002651,SUB0008185,2024-11-14,Temporary Need Ended,1,0,0
CAN002652,SUB0008186,2024-09-26,Technical Problems,1,0,0
CAN002653,SUB0008187,2025-11-25,Payment Failure,0,0,0
CAN002654,SUB0008192,2025-12-19,Low Usage,1,1,0
CAN002655,SUB0008193,2025-11-15,Too Expensive,1,1,0
CAN002656,SUB0008198,2025-04-13,Competitor,1,1,0
CAN002657,SUB0008199,2026-03-16,Competitor,1,1,0
CAN002658,SUB0008205,2026-02-10,Product Not Needed,1,0,0
CAN002659,SUB0008207,2026-02-13,Technical Problems,1,0,0
CAN002660,SUB0008208,2025-11-24,Too Expensive,1,1,0
CAN002661,SUB0008213,2025-03-28,Payment Failure,0,0,0
CAN002662,SUB0008219,2026-01-11,Product Usability,1,0,0
CAN002663,SUB0008220,2024-10-12,Other,1,0,0
CAN002664,SUB0008224,2025-05-21,Product Not Needed,1,1,0
CAN002665,SUB0008231,2026-05-26,Temporary Need Ended,1,1,0
CAN002666,SUB0008234,2025-09-22,Product Not Needed,1,1,0
CAN002667,SUB0008240,2025-09-13,Technical Problems,1,1,0
CAN002668,SUB0008242,2025-08-13,Other,1,1,0
CAN002669,SUB0008251,2025-03-24,Product Usability,1,1,0
CAN002670,SUB0008255,2025-08-29,Product Not Needed,1,0,0
CAN002671,SUB0008257,2026-06-18,Temporary Need Ended,1,0,0
CAN002672,SUB0008259,2025-03-11,Too Expensive,1,1,0
CAN002673,SUB0008260,2024-03-30,Product Not Needed,1,0,0
CAN002674,SUB0008265,2026-01-24,Low Usage,1,0,0
CAN002675,SUB0008267,2025-08-13,Product Not Needed,1,1,0
CAN002676,SUB0008275,2026-03-26,Too Expensive,1,1,0
CAN002677,SUB0008281,2024-07-20,Product Not Needed,1,0,0
CAN002678,SUB0008283,2026-02-20,Payment Failure,0,0,0
CAN002679,SUB0008285,2024-07-12,Low Usage,1,1,0
CAN002680,SUB0008286,2025-05-13,Product Not Needed,1,1,0
CAN002681,SUB0008287,2026-05-10,Other,1,0,0
CAN002682,SUB0008288,2025-07-12,Payment Failure,0,0,0
CAN002683,SUB0008291,2025-11-27,Other,1,1,0
CAN002684,SUB0008292,2026-02-18,Too Expensive,1,1,0
CAN002685,SUB0008298,2025-04-09,Product Not Needed,1,1,0
CAN002686,SUB0008304,2024-10-23,Competitor,1,0,0
CAN002687,SUB0008308,2026-03-17,Too Expensive,1,1,0
CAN002688,SUB0008311,2026-01-19,Competitor,1,0,0
CAN002689,SUB0008312,2026-03-28,Payment Failure,0,0,0
CAN002690,SUB0008317,2026-05-19,Payment Failure,0,0,0
CAN002691,SUB0008318,2024-08-26,Payment Failure,0,0,0
CAN002692,SUB0008319,2025-12-19,Too Expensive,1,0,0
CAN002693,SUB0008321,2026-02-09,Payment Failure,0,0,0
CAN002694,SUB0008326,2026-06-30,Competitor,1,1,0
CAN002695,SUB0008329,2025-07-31,Product Usability,1,1,0
CAN002696,SUB0008334,2025-11-24,Temporary Need Ended,1,0,0
CAN002697,SUB0008342,2026-01-23,Competitor,1,0,0
CAN002698,SUB0008344,2024-07-30,Too Expensive,1,1,0
CAN002699,SUB0008348,2025-05-15,Competitor,1,0,0
CAN002700,SUB0008355,2025-07-18,Other,1,1,0
CAN002701,SUB0008357,2025-02-21,Technical Problems,1,0,0
CAN002702,SUB0008358,2026-03-27,Competitor,1,1,0
CAN002703,SUB0008371,2025-07-26,Temporary Need Ended,1,1,0
CAN002704,SUB0008372,2025-02-11,Too Expensive,1,1,0
CAN002705,SUB0008375,2025-10-20,Low Usage,1,0,0
CAN002706,SUB0008377,2025-08-10,Other,1,1,0
CAN002707,SUB0008384,2025-05-26,Product Not Needed,1,1,0
CAN002708,SUB0008397,2025-01-28,Payment Failure,0,0,0
CAN002709,SUB0008400,2026-05-09,Competitor,1,1,0
CAN002710,SUB0008404,2025-12-29,Product Not Needed,1,1,0
CAN002711,SUB0008407,2026-01-29,Product Not Needed,1,1,0
CAN002712,SUB0008408,2024-12-15,Payment Failure,0,0,0
CAN002713,SUB0008409,2026-06-10,Other,1,1,0
CAN002714,SUB0008412,2026-01-20,Low Usage,1,1,0
CAN002715,SUB0008413,2026-03-24,Temporary Need Ended,1,0,0
CAN002716,SUB0008418,2025-04-10,Low Usage,1,1,0
CAN002717,SUB0008419,2024-07-17,Low Usage,1,0,0
CAN002718,SUB0008425,2025-11-10,Too Expensive,1,0,0
CAN002719,SUB0008426,2025-06-15,Technical Problems,1,1,0
CAN002720,SUB0008427,2024-09-13,Low Usage,1,0,0
CAN002721,SUB0008433,2025-11-27,Temporary Need Ended,1,1,0
CAN002722,SUB0008434,2026-01-27,Temporary Need Ended,1,1,0
CAN002723,SUB0008435,2024-03-11,Payment Failure,0,0,0
CAN002724,SUB0008439,2025-11-17,Temporary Need Ended,1,0,0
CAN002725,SUB0008443,2024-11-18,Other,1,0,0
CAN002726,SUB0008448,2025-02-26,Other,1,1,0
CAN002727,SUB0008450,2024-10-10,Product Not Needed,1,1,0
CAN002728,SUB0008452,2025-03-27,Too Expensive,1,0,0
CAN002729,SUB0008455,2026-03-13,Product Usability,1,1,0
CAN002730,SUB0008456,2026-05-18,Other,1,1,0
CAN002731,SUB0008464,2025-08-13,Competitor,1,1,0
CAN002732,SUB0008466,2025-06-10,Product Not Needed,1,0,0
CAN002733,SUB0008468,2025-12-19,Payment Failure,0,0,0
CAN002734,SUB0008469,2024-09-24,Product Not Needed,1,0,0
CAN002735,SUB0008472,2026-02-26,Temporary Need Ended,1,0,0
CAN002736,SUB0008473,2025-03-15,Too Expensive,1,0,0
CAN002737,SUB0008477,2026-03-22,Too Expensive,1,1,0
CAN002738,SUB0008480,2024-09-12,Poor Support Experience,1,1,0
CAN002739,SUB0008481,2024-08-11,Payment Failure,0,0,0
CAN002740,SUB0008484,2024-04-16,Competitor,1,1,0
CAN002741,SUB0008485,2025-10-23,Product Usability,1,1,0
CAN002742,SUB0008487,2025-11-30,Other,1,1,0
CAN002743,SUB0008489,2026-02-25,Too Expensive,1,1,0
CAN002744,SUB0008494,2026-03-20,Payment Failure,0,0,0
CAN002745,SUB0008497,2026-01-10,Product Not Needed,1,1,0
CAN002746,SUB0008500,2025-12-24,Low Usage,1,1,0
CAN002747,SUB0008501,2025-12-31,Competitor,1,0,0
CAN002748,SUB0008502,2026-02-16,Payment Failure,0,0,0
CAN002749,SUB0008503,2025-06-20,Competitor,1,0,0
CAN002750,SUB0008505,2025-11-16,Temporary Need Ended,1,1,0
CAN002751,SUB0008507,2025-02-21,Temporary Need Ended,1,0,0
CAN002752,SUB0008508,2026-05-13,Too Expensive,1,0,0
CAN002753,SUB0008511,2025-05-30,Competitor,1,0,0
CAN002754,SUB0008516,2025-08-10,Other,1,0,0
CAN002755,SUB0008517,2025-09-10,Product Usability,1,1,0
CAN002756,SUB0008518,2026-04-17,Payment Failure,0,0,0
CAN002757,SUB0008519,2024-06-14,Low Usage,1,0,0
CAN002758,SUB0008521,2025-06-09,Too Expensive,1,1,0
CAN002759,SUB0008527,2025-01-18,Temporary Need Ended,1,0,0
CAN002760,SUB0008527,2025-10-12,Product Not Needed,1,0,0
CAN002761,SUB0008529,2024-11-26,Too Expensive,1,1,0
CAN002762,SUB0008541,2025-09-14,Low Usage,1,1,0
CAN002763,SUB0008546,2025-11-21,Temporary Need Ended,1,0,0
CAN002764,SUB0008557,2026-05-29,Product Not Needed,1,0,0
CAN002765,SUB0008558,2025-12-24,Too Expensive,1,1,0
CAN002766,SUB0008560,2025-08-30,Too Expensive,1,1,0
CAN002767,SUB0008561,2025-08-12,Too Expensive,1,1,0
