contact_id,subscription_id,contact_date,channel,reason,resolved_first_contact,csat_score,refund_requested
CON00018012,SUB0005986,2025-09-18,Phone,Cancellation Inquiry,1,5,0
CON00018013,SUB0005986,2026-01-07,Web Form,Plan Change,1,5,0
CON00018014,SUB0005986,2026-03-14,Email,Technical Issue,0,4,0
CON00018015,SUB0005988,2025-05-24,Phone,Cancellation Inquiry,1,4,0
CON00018016,SUB0005988,2025-08-17,Chat,Account Access,1,5,0
CON00018017,SUB0005988,2026-05-20,Email,Technical Issue,0,5,0
CON00018018,SUB0005989,2024-11-02,Email,Plan Change,0,3,0
CON00018019,SUB0005989,2025-01-27,Phone,Technical Issue,1,5,0
CON00018020,SUB0005989,2025-05-22,Email,Technical Issue,0,4,0
CON00018021,SUB0005989,2025-06-17,Web Form,Billing Question,1,4,0
CON00018022,SUB0005989,2026-06-05,Chat,Cancellation Inquiry,0,3,0
CON00018023,SUB0005990,2026-01-25,Web Form,Billing Question,1,5,0
CON00018024,SUB0005990,2026-01-11,Phone,Feature Request,1,5,0
CON00018025,SUB0005990,2026-03-02,Phone,Plan Change,0,3,0
CON00018026,SUB0005990,2026-04-23,Web Form,Billing Question,1,5,0
CON00018027,SUB0005991,2025-07-13,Phone,Account Access,1,5,0
CON00018028,SUB0005991,2025-08-27,Phone,Account Access,1,4,0
CON00018029,SUB0005991,2026-06-06,Email,Feature Request,1,4,0
CON00018030,SUB0005992,2026-04-12,Email,Technical Issue,1,5,0
CON00018031,SUB0005993,2026-05-22,Phone,Cancellation Inquiry,1,4,0
CON00018032,SUB0005994,2025-12-11,Email,Payment Issue,0,4,0
CON00018033,SUB0005994,2025-12-27,Email,Payment Issue,1,5,0
CON00018034,SUB0005994,2025-12-19,Email,Payment Issue,1,5,0
CON00018035,SUB0005994,2025-12-01,Web Form,Account Access,0,4,0
CON00018036,SUB0005994,2026-03-21,Email,Feature Request,1,5,0
CON00018037,SUB0005994,2026-03-06,Chat,Technical Issue,1,5,0
CON00018038,SUB0005994,2026-04-16,Email,Technical Issue,1,5,0
CON00018039,SUB0005995,2025-12-14,Email,Technical Issue,1,5,0
CON00018040,SUB0005995,2026-04-11,Phone,Product Usability,1,5,0
CON00018041,SUB0005995,2026-05-19,Phone,Feature Request,1,5,0
CON00018042,SUB0005995,2026-06-07,Phone,Feature Request,1,5,0
CON00018043,SUB0005996,2025-07-09,Chat,Account Access,1,4,0
CON00018044,SUB0005997,2025-11-20,Email,Feature Request,1,5,0
CON00018045,SUB0005998,2025-02-10,Email,Technical Issue,1,5,0
CON00018046,SUB0005998,2025-12-26,Chat,Plan Change,1,4,0
CON00018047,SUB0005998,2026-03-10,Phone,Billing Question,1,4,0
CON00018048,SUB0005999,2025-11-20,Phone,Cancellation Inquiry,1,4,0
CON00018049,SUB0005999,2025-12-19,Chat,Feature Request,1,5,0
CON00018050,SUB0005999,2025-12-11,Email,Plan Change,1,4,0
CON00018051,SUB0006000,2025-11-26,Web Form,Account Access,0,3,0
CON00018052,SUB0006001,2025-12-05,Chat,Technical Issue,1,4,0
CON00018053,SUB0006001,2026-01-26,Email,Plan Change,1,4,0
CON00018054,SUB0006002,2026-03-14,Phone,Billing Question,1,5,0
CON00018055,SUB0006003,2025-11-08,Chat,Payment Issue,1,5,0
CON00018056,SUB0006003,2026-04-14,Phone,Account Access,1,4,0
CON00018057,SUB0006003,2026-05-17,Chat,Account Access,1,4,0
CON00018058,SUB0006004,2024-12-08,Chat,Plan Change,0,5,0
CON00018059,SUB0006004,2025-02-24,Email,Cancellation Inquiry,0,3,0
CON00018060,SUB0006004,2025-08-10,Email,Feature Request,1,5,0
CON00018061,SUB0006004,2026-05-20,Phone,Account Access,1,5,0
CON00018062,SUB0006005,2025-07-26,Phone,Plan Change,1,5,0
CON00018063,SUB0006005,2025-07-13,Phone,Product Usability,1,5,0
CON00018064,SUB0006005,2025-10-24,Chat,Account Access,0,4,0
CON00018065,SUB0006006,2025-09-08,Chat,Product Usability,1,4,0
CON00018066,SUB0006006,2025-09-03,Chat,Product Usability,1,5,0
CON00018067,SUB0006007,2024-09-05,Web Form,Payment Issue,0,3,0
CON00018068,SUB0006007,2025-04-20,Phone,Plan Change,1,5,0
CON00018069,SUB0006007,2026-01-21,Web Form,Plan Change,1,5,0
CON00018070,SUB0006007,2026-02-15,Email,Feature Request,1,5,0
CON00018071,SUB0006007,2026-05-16,Phone,Feature Request,1,5,0
CON00018072,SUB0006008,2025-08-03,Email,Technical Issue,1,5,0
CON00018073,SUB0006008,2026-02-25,Phone,Feature Request,1,4,0
CON00018074,SUB0006009,2026-02-14,Phone,Billing Question,1,5,1
CON00018075,SUB0006009,2026-06-05,Web Form,Billing Question,1,5,0
CON00018076,SUB0006011,2025-02-10,Email,Billing Question,1,5,0
CON00018077,SUB0006011,2025-05-20,Phone,Plan Change,1,5,0
CON00018078,SUB0006011,2025-06-12,Phone,Account Access,1,4,0
CON00018079,SUB0006011,2026-03-01,Chat,Billing Question,1,5,1
CON00018080,SUB0006011,2026-06-01,Web Form,Plan Change,1,4,0
CON00018081,SUB0006012,2025-10-22,Chat,Cancellation Inquiry,0,3,0
CON00018082,SUB0006013,2024-06-09,Chat,Feature Request,1,4,0
CON00018083,SUB0006013,2024-09-06,Email,Billing Question,1,5,0
CON00018084,SUB0006013,2024-11-17,Phone,Account Access,0,4,0
CON00018085,SUB0006013,2026-01-05,Web Form,Billing Question,1,5,0
CON00018086,SUB0006014,2026-05-13,Web Form,Account Access,0,3,0
CON00018087,SUB0006014,2026-06-17,Phone,Technical Issue,0,3,0
CON00018088,SUB0006015,2025-04-15,Chat,Account Access,1,5,0
CON00018089,SUB0006015,2025-05-13,Phone,Feature Request,1,5,0
CON00018090,SUB0006015,2025-06-11,Chat,Account Access,0,4,0
CON00018091,SUB0006015,2025-09-11,Phone,Billing Question,1,5,0
CON00018092,SUB0006015,2026-04-10,Chat,Billing Question,0,4,0
CON00018093,SUB0006015,2026-05-16,Email,Plan Change,0,4,0
CON00018094,SUB0006016,2025-12-07,Web Form,Account Access,1,4,0
CON00018095,SUB0006016,2026-04-15,Web Form,Plan Change,0,4,0
CON00018096,SUB0006017,2025-02-01,Email,Cancellation Inquiry,1,5,0
CON00018097,SUB0006017,2025-04-17,Phone,Cancellation Inquiry,1,5,0
CON00018098,SUB0006017,2025-10-17,Chat,Plan Change,0,4,0
CON00018099,SUB0006017,2025-10-01,Chat,Technical Issue,1,4,0
CON00018100,SUB0006017,2025-11-21,Web Form,Technical Issue,1,5,0
CON00018101,SUB0006018,2025-10-01,Chat,Cancellation Inquiry,0,3,0
CON00018102,SUB0006019,2026-03-07,Phone,Account Access,1,5,0
CON00018103,SUB0006019,2026-05-14,Phone,Technical Issue,0,3,0
CON00018104,SUB0006019,2026-06-10,Web Form,Billing Question,0,4,0
CON00018105,SUB0006020,2025-07-20,Phone,Feature Request,1,5,0
CON00018106,SUB0006021,2024-09-10,Chat,Product Usability,1,5,0
CON00018107,SUB0006021,2025-11-10,Phone,Billing Question,1,5,0
CON00018108,SUB0006021,2026-02-07,Phone,Billing Question,1,5,0
CON00018109,SUB0006021,2026-06-03,Phone,Plan Change,1,5,0
CON00018110,SUB0006022,2025-09-07,Chat,Account Access,0,3,0
CON00018111,SUB0006022,2025-10-14,Email,Feature Request,0,4,0
CON00018112,SUB0006023,2024-05-12,Chat,Account Access,1,5,0
CON00018113,SUB0006023,2024-10-18,Phone,Technical Issue,0,5,0
CON00018114,SUB0006023,2025-03-23,Email,Account Access,1,4,0
CON00018115,SUB0006023,2025-05-17,Chat,Feature Request,1,5,0
CON00018116,SUB0006023,2025-11-22,Chat,Plan Change,0,4,0
CON00018117,SUB0006023,2026-04-26,Phone,Feature Request,1,5,0
CON00018118,SUB0006024,2025-01-12,Email,Cancellation Inquiry,1,4,0
CON00018119,SUB0006024,2026-02-11,Chat,Feature Request,1,5,0
CON00018120,SUB0006024,2026-04-13,Email,Account Access,1,5,0
CON00018121,SUB0006024,2026-05-10,Chat,Feature Request,1,5,0
CON00018122,SUB0006025,2024-12-21,Phone,Plan Change,0,3,0
CON00018123,SUB0006025,2025-09-10,Email,Product Usability,1,5,0
CON00018124,SUB0006025,2025-12-25,Chat,Account Access,1,5,0
CON00018125,SUB0006025,2026-02-24,Chat,Payment Issue,1,5,0
CON00018126,SUB0006026,2024-09-10,Phone,Technical Issue,0,3,0
CON00018127,SUB0006026,2025-10-21,Email,Product Usability,1,5,0
CON00018128,SUB0006026,2025-10-17,Chat,Product Usability,0,4,0
CON00018129,SUB0006026,2025-10-27,Chat,Account Access,1,5,0
CON00018130,SUB0006026,2025-11-21,Web Form,Product Usability,1,5,0
CON00018131,SUB0006026,2025-11-16,Email,Plan Change,1,5,0
CON00018132,SUB0006026,2026-02-19,Email,Technical Issue,1,5,0
CON00018133,SUB0006026,2026-06-08,Email,Cancellation Inquiry,0,3,0
CON00018134,SUB0006027,2025-11-16,Web Form,Feature Request,0,4,0
CON00018135,SUB0006027,2025-11-15,Email,Billing Question,1,5,0
CON00018136,SUB0006027,2026-05-13,Phone,Account Access,1,5,0
CON00018137,SUB0006028,2024-04-16,Email,Feature Request,1,4,0
CON00018138,SUB0006028,2025-01-20,Email,Technical Issue,1,5,0
CON00018139,SUB0006028,2025-03-11,Email,Plan Change,1,5,0
CON00018140,SUB0006028,2025-04-18,Chat,Technical Issue,0,3,0
CON00018141,SUB0006028,2025-08-19,Chat,Feature Request,1,5,0
CON00018142,SUB0006028,2025-11-08,Email,Technical Issue,0,3,0
CON00018143,SUB0006028,2026-03-22,Chat,Account Access,0,4,0
CON00018144,SUB0006028,2026-04-18,Web Form,Feature Request,1,4,0
CON00018145,SUB0006029,2025-11-19,Chat,Billing Question,1,5,0
CON00018146,SUB0006030,2024-03-01,Phone,Cancellation Inquiry,1,4,0
CON00018147,SUB0006030,2024-04-20,Email,Billing Question,0,3,0
CON00018148,SUB0006030,2024-08-25,Phone,Product Usability,1,4,0
CON00018149,SUB0006030,2024-10-27,Web Form,Cancellation Inquiry,0,3,0
CON00018150,SUB0006030,2025-12-24,Email,Product Usability,0,4,0
CON00018151,SUB0006030,2026-04-14,Chat,Payment Issue,0,3,0
CON00018152,SUB0006033,2024-05-06,Email,Cancellation Inquiry,1,4,0
CON00018153,SUB0006033,2025-12-07,Phone,Feature Request,0,4,0
CON00018154,SUB0006033,2026-05-04,Web Form,Cancellation Inquiry,1,4,0
CON00018155,SUB0006033,2026-06-26,Phone,Feature Request,0,4,0
CON00018156,SUB0006034,2026-04-11,Chat,Cancellation Inquiry,1,4,0
CON00018157,SUB0006035,2026-01-12,Web Form,Technical Issue,1,3,0
CON00018158,SUB0006035,2026-01-22,Chat,Feature Request,0,4,0
CON00018159,SUB0006035,2026-04-07,Chat,Plan Change,1,5,0
CON00018160,SUB0006035,2026-06-15,Email,Product Usability,1,5,0
CON00018161,SUB0006035,2026-06-26,Web Form,Plan Change,1,4,0
CON00018162,SUB0006035,2026-06-16,Web Form,Product Usability,1,5,0
CON00018163,SUB0006036,2024-08-03,Web Form,Billing Question,1,5,1
CON00018164,SUB0006036,2024-09-15,Chat,Account Access,0,4,0
CON00018165,SUB0006036,2025-01-20,Chat,Plan Change,1,4,0
CON00018166,SUB0006036,2025-12-07,Phone,Account Access,0,4,0
CON00018167,SUB0006036,2026-04-01,Phone,Cancellation Inquiry,0,3,0
CON00018168,SUB0006037,2024-06-26,Chat,Plan Change,0,4,0
CON00018169,SUB0006037,2025-04-10,Chat,Feature Request,1,4,0
CON00018170,SUB0006038,2025-06-12,Chat,Technical Issue,1,5,0
CON00018171,SUB0006038,2026-02-06,Chat,Technical Issue,0,4,0
CON00018172,SUB0006038,2026-06-06,Chat,Plan Change,1,5,0
CON00018173,SUB0006039,2026-02-04,Chat,Feature Request,0,4,0
CON00018174,SUB0006039,2026-04-11,Web Form,Feature Request,0,4,0
CON00018175,SUB0006039,2026-06-13,Email,Account Access,1,5,0
CON00018176,SUB0006040,2026-02-21,Phone,Billing Question,1,4,0
CON00018177,SUB0006040,2026-02-05,Email,Cancellation Inquiry,1,4,0
CON00018178,SUB0006041,2025-04-14, Phone ,Cancellation Inquiry,1,4,0
CON00018179,SUB0006041,2025-07-22,Phone,Billing Question,1,5,0
CON00018180,SUB0006041,2025-08-23,Email,Billing Question,1,5,0
CON00018181,SUB0006041,2025-12-15,Phone,Feature Request,1,5,0
CON00018182,SUB0006041,2026-06-12,Phone,Feature Request,1,5,0
CON00018183,SUB0006042,2025-08-03,Phone,Cancellation Inquiry,0,4,0
CON00018184,SUB0006042,2025-11-24,Chat,Cancellation Inquiry,1,5,0
CON00018185,SUB0006042,2026-04-13,Chat,Account Access,1,4,0
CON00018186,SUB0006043,2024-07-21,Web Form,Technical Issue,1,5,0
CON00018187,SUB0006043,2025-08-05,Chat,Account Access,1,5,0
CON00018188,SUB0006043,2026-01-27,Phone,Technical Issue,0,4,0
CON00018189,SUB0006043,2026-06-19,Web Form,Technical Issue,0,4,0
CON00018190,SUB0006043,2026-06-12,Chat,Cancellation Inquiry,1,5,0
CON00018191,SUB0006044,2024-09-08,Phone,Billing Question,0,4,0
CON00018192,SUB0006044,2024-11-18,Email,Technical Issue,1,5,0
CON00018193,SUB0006044,2026-03-11,Chat,Account Access,1,4,0
CON00018194,SUB0006044,2026-05-23,Email,Cancellation Inquiry,1,5,0
CON00018195,SUB0006045,2025-02-01,Chat,Technical Issue,0,4,0
CON00018196,SUB0006045,2025-03-05,Email,Account Access,1,5,0
CON00018197,SUB0006045,2025-05-20,Email,Technical Issue,1,5,0
CON00018198,SUB0006045,2025-06-11,Web Form,Technical Issue,1,4,0
CON00018199,SUB0006045,2025-07-06,Chat,Account Access,1,5,0
CON00018200,SUB0006045,2025-07-01,Phone,Cancellation Inquiry,1,5,0
CON00018201,SUB0006046,2024-05-20,Phone,Account Access,1,5,0
CON00018202,SUB0006046,2024-09-08,Phone,Technical Issue,1,5,0
CON00018203,SUB0006047,2025-06-13,Chat,Plan Change,1,5,0
CON00018204,SUB0006047,2025-07-01,Chat,Feature Request,1,5,0
CON00018205,SUB0006047,2025-08-15,Email,Feature Request,1,5,0
CON00018206,SUB0006047,2025-08-25,Chat,Technical Issue,1,5,0
CON00018207,SUB0006047,2026-01-07,Email,Account Access,1,5,0
CON00018208,SUB0006049,2026-01-21,Chat,Plan Change,1,5,0
CON00018209,SUB0006049,2026-03-05,Email,Payment Issue,0,4,0
CON00018210,SUB0006049,2026-04-04,Chat,Technical Issue,1,5,0
CON00018211,SUB0006050,2024-12-03,Phone,Product Usability,1,5,0
CON00018212,SUB0006051,2024-09-14,Email,Technical Issue,1,5,0
CON00018213,SUB0006051,2024-10-24,Phone,Billing Question,1,5,0
CON00018214,SUB0006051,2024-11-25,Email,Technical Issue,1,4,0
CON00018215,SUB0006051,2024-12-09,Phone,Plan Change,1,5,0
CON00018216,SUB0006051,2026-04-11,Web Form,Product Usability,1,5,0
CON00018217,SUB0006052,2024-11-25,Phone,Technical Issue,0,4,0
CON00018218,SUB0006052,2025-02-26,Chat,Billing Question,1,5,0
CON00018219,SUB0006052,2025-06-12,Chat,Cancellation Inquiry,1,4,0
CON00018220,SUB0006052,2025-10-02,Chat,Account Access,1,4,0
CON00018221,SUB0006052,2025-11-26,Email,Billing Question,1,4,0
CON00018222,SUB0006052,2026-02-10,Phone,Feature Request,1,5,0
CON00018223,SUB0006053,2026-04-06,Chat,Account Access,1,5,0
CON00018224,SUB0006053,2026-05-01,Chat,Billing Question,0,4,1
CON00018225,SUB0006053,2026-05-27,Chat,Feature Request,1,5,0
CON00018226,SUB0006054,2026-01-24,Chat,Technical Issue,0,4,0
CON00018227,SUB0006054,2026-02-23,Phone,Billing Question,1,5,0
CON00018228,SUB0006054,2026-06-26,Phone,Cancellation Inquiry,0,4,0
CON00018229,SUB0006054,2026-06-27,Email,Technical Issue,1,3,0
CON00018230,SUB0006055,2026-04-15,Phone,Feature Request,1,5,0
CON00018231,SUB0006056,2026-05-09,Chat,Billing Question,1,5,0
CON00018232,SUB0006057,2025-06-08,Email,Technical Issue,1,5,0
CON00018233,SUB0006057,2026-02-11,Email,Billing Question,0,4,0
CON00018234,SUB0006057,2026-04-23,Email,Plan Change,1,4,0
CON00018235,SUB0006058,2025-03-08,Chat,Billing Question,1,4,0
CON00018236,SUB0006058,2025-05-11,Phone,Feature Request,0,4,0
CON00018237,SUB0006058,2025-05-06,Chat,Billing Question,1,5,0
CON00018238,SUB0006058,2025-05-17,Email,Feature Request,0,3,0
CON00018239,SUB0006058,2025-08-26,Chat,Cancellation Inquiry,1,3,0
CON00018240,SUB0006059,2026-05-03,Chat,Billing Question,1,5,0
CON00018241,SUB0006060,2026-05-27,Email,Cancellation Inquiry,1,4,0
CON00018242,SUB0006061,2025-12-11,Phone,Technical Issue,1,4,0
CON00018243,SUB0006063,2025-04-20,Email,Billing Question,1,5,0
CON00018244,SUB0006063,2025-05-06,Email,Billing Question,1,5,0
CON00018245,SUB0006063,2025-06-10,Phone,Billing Question,1,4,1
CON00018246,SUB0006063,2025-08-09,Email,Billing Question,0,4,0
CON00018247,SUB0006063,2025-08-09,Email,Product Usability,0,4,0
CON00018248,SUB0006063,2025-08-15,Chat,Product Usability,1,4,0
CON00018249,SUB0006063,2025-10-08,Chat,Plan Change,1,5,0
CON00018250,SUB0006063,2026-02-04,Chat,Account Access,1,5,0
CON00018251,SUB0006063,2026-04-09,Email,Feature Request,1,3,0
CON00018252,SUB0006063,2026-05-18,Web Form,Cancellation Inquiry,1,4,0
CON00018253,SUB0006065,2024-12-09,Email,Feature Request,0,3,0
CON00018254,SUB0006065,2024-12-09,Email,Technical Issue,0,4,0
CON00018255,SUB0006065,2025-05-17,Phone,Account Access,1,5,0
CON00018256,SUB0006065,2025-05-12,Chat,Account Access,0,3,0
CON00018257,SUB0006065,2025-06-10,Web Form,Technical Issue,1,4,0
CON00018258,SUB0006065,2025-10-27,Phone,Technical Issue,0,4,0
CON00018259,SUB0006065,2026-02-20,Email,Account Access,1,5,0
CON00018260,SUB0006065,2026-02-09,Web Form,Feature Request,1,5,0
CON00018261,SUB0006065,2026-02-16,Phone,Product Usability,1,5,0
CON00018262,SUB0006065,2026-02-10,Email,Product Usability,1,4,0
CON00018263,SUB0006066,2024-08-16,Email,Billing Question,1,4,0
CON00018264,SUB0006066,2025-04-26,Email,Billing Question,1,5,0
CON00018265,SUB0006066,2026-05-14,Email,Product Usability,1,5,0
CON00018266,SUB0006066,2026-05-06,Email,Billing Question,0,3,1
CON00018267,SUB0006066,2026-06-24,Chat,Billing Question,1,5,0
CON00018268,SUB0006067,2024-03-04,Phone,Plan Change,1,5,0
CON00018269,SUB0006067,2024-06-02,Chat,Plan Change,0,4,0
CON00018270,SUB0006067,2024-06-11,Chat,Billing Question,1,5,0
CON00018271,SUB0006067,2024-08-04,Chat,Billing Question,0,3,0
CON00018272,SUB0006068,2024-04-15,Email,Feature Request,1,5,0
CON00018273,SUB0006068,2024-06-07,Chat,Plan Change,1,5,0
CON00018274,SUB0006069,2025-11-16,Chat,Plan Change,1,5,0
CON00018275,SUB0006069,2026-05-03,Chat,Cancellation Inquiry,0,3,0
CON00018276,SUB0006071,2025-10-23,Phone,Cancellation Inquiry,1,4,0
CON00018277,SUB0006071,2025-10-05,Email,Technical Issue,1,5,0
CON00018278,SUB0006071,2025-11-20,Phone,Cancellation Inquiry,1,5,0
CON00018279,SUB0006071,2026-04-03,Email,Plan Change,1,5,0
CON00018280,SUB0006072,2026-02-15,Web Form,Technical Issue,1,4,0
CON00018281,SUB0006072,2026-03-07,Email,Plan Change,1,4,0
CON00018282,SUB0006073,2025-06-14,Email,Billing Question,1,5,0
CON00018283,SUB0006073,2025-09-12,Email,Account Access,1,5,0
CON00018284,SUB0006073,2025-11-12,Email,Payment Issue,1,4,0
CON00018285,SUB0006073,2026-01-15,Email,Technical Issue,1,4,0
CON00018286,SUB0006073,2026-01-24,Phone,Technical Issue,0,3,0
CON00018287,SUB0006074,2026-05-04,Phone,Technical Issue,1,5,0
CON00018288,SUB0006074,2026-06-04,Chat,Plan Change,1,5,0
CON00018289,SUB0006075,2024-09-14,Email,Feature Request,1,5,0
CON00018290,SUB0006075,2025-06-14,Chat,Billing Question,1,4,0
CON00018291,SUB0006076,2024-05-02,Email,Plan Change,1,4,0
CON00018292,SUB0006076,2024-07-05,Phone,Technical Issue,0,4,0
CON00018293,SUB0006076,2024-07-17,Phone,Account Access,1,5,0
CON00018294,SUB0006076,2025-02-16,Phone,Plan Change,1,5,0
CON00018295,SUB0006076,2025-05-10,Email,Technical Issue,1,5,0
CON00018296,SUB0006076,2025-07-04,Chat,Feature Request,0,3,0
CON00018297,SUB0006076,2025-10-02,Email,Account Access,1,5,0
CON00018298,SUB0006076,2025-11-19,Phone,Cancellation Inquiry,0,3,0
CON00018299,SUB0006077,2025-07-05,Chat,Cancellation Inquiry,1,4,0
CON00018300,SUB0006077,2026-05-06,Email,Cancellation Inquiry,0,3,0
CON00018301,SUB0006078,2026-06-20,Chat,Account Access,0,5,0
CON00018302,SUB0006079,2024-11-18,Chat,Payment Issue,1,5,1
CON00018303,SUB0006081,2025-04-11,Email,Technical Issue,1,5,0
CON00018304,SUB0006081,2025-07-01,Web Form,Payment Issue,1,5,0
CON00018305,SUB0006081,2025-11-09,Phone,Technical Issue,1,5,0
CON00018306,SUB0006081,2026-02-05,Phone,Account Access,1,5,0
CON00018307,SUB0006081,2026-06-13,Email,Feature Request,1,5,0
CON00018308,SUB0006082,2024-09-22,Email,Account Access,1,5,0
CON00018309,SUB0006082,2024-11-25,Phone,Cancellation Inquiry,0,3,0
CON00018310,SUB0006082,2024-12-23,Phone,Plan Change,1,5,0
CON00018311,SUB0006082,2025-11-13,Phone,Plan Change,0,4,0
CON00018312,SUB0006082,2025-12-24,Email,Account Access,0,3,0
CON00018313,SUB0006082,2026-05-24,Email,Billing Question,1,5,0
CON00018314,SUB0006083,2025-11-18,Email,Technical Issue,1,5,0
CON00018315,SUB0006084,2026-02-06,Phone,Feature Request,1,4,0
CON00018316,SUB0006084,2026-05-21,Web Form,Billing Question,1,5,0
CON00018317,SUB0006085,2025-06-27,Chat,Technical Issue,1,5,0
CON00018318,SUB0006085,2025-09-08,Phone,Account Access,1,5,0
CON00018319,SUB0006085,2026-02-25,Chat,Billing Question,0,4,0
CON00018320,SUB0006085,2026-04-25,Web Form,Plan Change,1,5,0
CON00018321,SUB0006086,2024-12-02,Phone,Account Access,0,5,0
CON00018322,SUB0006086,2025-04-03,Email,Technical Issue,1,5,0
CON00018323,SUB0006086,2026-04-15,Email,Technical Issue,1,5,0
CON00018324,SUB0006086,2026-05-23,Web Form,Billing Question,1,5,0
CON00018325,SUB0006087,2025-08-16,Email,Technical Issue,1,4,0
CON00018326,SUB0006087,2026-01-21,Phone,Plan Change,1,5,0
CON00018327,SUB0006087,2026-06-06,Email,Payment Issue,1,5,0
CON00018328,SUB0006088,2025-09-11,Chat,Account Access,0,3,0
CON00018329,SUB0006088,2026-01-03,Email,Billing Question,1,5,0
CON00018330,SUB0006088,2026-05-15,Chat,Feature Request,1,4,0
CON00018331,SUB0006089,2025-02-14,Web Form,Technical Issue,1,4,0
CON00018332,SUB0006089,2025-03-17,Chat,Account Access,0,3,0
CON00018333,SUB0006089,2025-06-23,Chat,Technical Issue,1,5,0
CON00018334,SUB0006089,2025-10-12,Chat,Billing Question,1,4,1
CON00018335,SUB0006091,2025-11-02,Email,Plan Change,1,4,0
CON00018336,SUB0006092,2026-01-09,Email,Feature Request,1,3,0
CON00018337,SUB0006093,2024-10-14,Chat,Cancellation Inquiry,1,4,0
CON00018338,SUB0006093,2025-01-18,Chat,Payment Issue,1,5,0
CON00018339,SUB0006093,2025-08-10,Chat,Billing Question,0,3,0
CON00018340,SUB0006093,2025-09-22,Phone,Cancellation Inquiry,0,3,0
CON00018341,SUB0006093,2025-09-04,Chat,Plan Change,1,5,0
CON00018342,SUB0006094,2026-01-26,Email,Technical Issue,1,5,0
CON00018343,SUB0006094,2026-03-09,Web Form,Technical Issue,1,4,0
CON00018344,SUB0006094,2026-03-12,Chat,Product Usability,1,5,0
CON00018345,SUB0006094,2026-03-09,Phone,Billing Question,1,5,0
CON00018346,SUB0006094,2026-06-10,Chat,Billing Question,1,4,0
CON00018347,SUB0006095,2024-09-24,Email,Account Access,1,5,0
CON00018348,SUB0006095,2024-11-12,Chat,Feature Request,0,3,0
CON00018349,SUB0006095,2025-01-24,Chat,Feature Request,1,3,0
CON00018350,SUB0006096,2025-07-02,Chat,Feature Request,1,4,0
CON00018351,SUB0006096,2025-10-23,Email,Feature Request,1,4,0
CON00018352,SUB0006096,2025-11-03,Chat,Feature Request,1,5,0
CON00018353,SUB0006096,2026-06-26,Email,Technical Issue,0,4,0
CON00018354,SUB0006096,2026-06-11,Email,Product Usability,1,5,0
CON00018355,SUB0006096,2026-06-04,Email,Product Usability,1,5,0
CON00018356,SUB0006096,2026-06-10,Email,Product Usability,1,5,0
CON00018357,SUB0006099,2025-08-07,Phone,Feature Request,1,5,0
CON00018358,SUB0006099,2025-09-02,Phone,Cancellation Inquiry,0,4,0
CON00018359,SUB0006099,2025-09-04,Phone,Technical Issue,1,5,0
CON00018360,SUB0006099,2026-01-16,Chat,Feature Request,1,3,0
CON00018361,SUB0006099,2026-02-23,Chat,Feature Request,1,5,0
CON00018362,SUB0006100,2025-02-10,Chat,Account Access,0,4,0
CON00018363,SUB0006100,2026-03-17,Web Form,Cancellation Inquiry,1,4,0
CON00018364,SUB0006100,2026-05-12,Chat,Feature Request,0,4,0
CON00018365,SUB0006101,2025-09-27,Chat,Plan Change,0,5,0
CON00018366,SUB0006101,2025-09-09,Phone,Cancellation Inquiry,1,4,0
CON00018367,SUB0006102,2025-08-01,Email,Plan Change,1,4,0
CON00018368,SUB0006102,2025-08-01,Email,Billing Question,1,4,0
CON00018369,SUB0006102,2025-08-17,Chat,Billing Question,1,5,0
CON00018370,SUB0006102,2025-09-23,Email,Technical Issue,1,4,0
CON00018371,SUB0006102,2025-11-27,Email,Technical Issue,1,4,0
CON00018372,SUB0006102,2026-02-04,Chat,Plan Change,1,4,0
CON00018373,SUB0006102,2026-02-14,Phone,Technical Issue,0,4,0
CON00018374,SUB0006102,2026-04-21,Chat,Plan Change,0,4,0
CON00018375,SUB0006102,2026-06-12,Email,Technical Issue,1,5,0
CON00018376,SUB0006103,2024-08-05,Phone,Account Access,1,5,0
CON00018377,SUB0006103,2025-01-03,Phone,Plan Change,0,3,0
CON00018378,SUB0006103,2025-03-14,Email,Product Usability,1,5,0
CON00018379,SUB0006103,2025-06-17,Email,Plan Change,1,5,0
CON00018380,SUB0006103,2025-08-09,Email,Feature Request,1,5,0
CON00018381,SUB0006103,2025-08-03,Phone,Billing Question,0,4,0
CON00018382,SUB0006104,2024-12-04,Phone,Technical Issue,1,5,0
CON00018383,SUB0006104,2025-03-17,Chat,Account Access,1,5,0
CON00018384,SUB0006104,2025-03-05,Phone,Plan Change,0,3,0
CON00018385,SUB0006106,2024-09-07,Phone,Plan Change,0,3,0
CON00018386,SUB0006106,2024-09-25,Phone,Cancellation Inquiry,1,5,0
CON00018387,SUB0006106,2024-12-02,Chat,Account Access,0,4,0
CON00018388,SUB0006106,2025-05-01,Chat,Cancellation Inquiry,1,4,0
CON00018389,SUB0006106,2025-10-21,Web Form,Payment Issue,1,4,0
CON00018390,SUB0006106,2026-02-09,Email,Cancellation Inquiry,1,5,0
CON00018391,SUB0006107,2025-06-21,Web Form,Product Usability,1,4,0
CON00018392,SUB0006107,2025-07-10,Chat,Technical Issue,1,5,0
CON00018393,SUB0006107,2025-08-09,Email,Billing Question,1,5,0
