customer_id,signup_date,country,customer_segment,acquisition_channel,age_group
CUST007016,2025-09-17,US,Consumer,Direct,45-54
CUST007017,2024-03-29,US,Small Business,Organic Search,25-34
CUST007018,2025-06-20,GB,Small Business,Organic Search,18-24
CUST007019,2025-08-24,CA,Premium Consumer,Paid Social,18-24
CUST007020,2024-10-20,US,Small Business,Referral,35-44
CUST007021,2026-03-01,US,Consumer,Paid Social,55+
CUST007022,2024-04-03,US,Small Business,Organic Search,55+
CUST007023,2024-08-01,MX,Premium Consumer,Paid Social,25-34
CUST007024,2024-10-28,CA,Premium Consumer,Organic Search,45-54
CUST007025,2024-05-11,US,Consumer,Direct,25-34
CUST007026,2026-02-11,BR,Consumer,Organic Search,25-34
CUST007027,2024-07-25,US,Consumer,Organic Search,55+
CUST007028,2025-06-20,GB,Consumer,Referral,45-54
CUST007029,2026-03-29,US,Premium Consumer,Direct,25-34
CUST007030,2025-05-07,US,Consumer,Partner,35-44
CUST007031,2024-05-22,US,Consumer,Referral,35-44
CUST007032,2025-05-22,BR,Consumer,Organic Search,25-34
CUST007033,2024-08-15,CA,Consumer,Partner,18-24
CUST007034,2024-12-29,US,Premium Consumer,Organic Search,18-24
CUST007035,2024-09-10,CA,Premium Consumer,Referral,35-44
CUST007036,2024-03-06,BR,Consumer,Paid Social,25-34
CUST007037,2024-09-02,US,Consumer,Direct,25-34
CUST007038,2024-10-08,US,Consumer,Organic Search,45-54
CUST007039,2025-07-26,GB,Consumer,Affiliate,45-54
CUST007040,2025-06-28,US,Consumer,Referral,25-34
CUST007041,2026-02-27,US,Small Business,Affiliate,25-34
CUST007042,2025-06-16,US,Consumer,Referral,35-44
CUST007043,2025-07-11,CA,Consumer,Referral,35-44
CUST007044,2024-06-18,US,Consumer,Affiliate,25-34
CUST007045,2024-02-08,GB,Premium Consumer,Paid Social,35-44
CUST007046,2025-11-09,BR,Premium Consumer,Direct,25-34
CUST007047,2025-03-26,BR,Consumer,Referral,25-34
CUST007048,2025-10-22,CA,Premium Consumer,Paid Social,18-24
CUST007049,2025-01-28,MX,Premium Consumer,Partner,55+
CUST007050,2024-09-11,US,Consumer,Organic Search,45-54
CUST007051,2024-11-08,CR,Consumer,Organic Search,45-54
CUST007052,2025-08-12,US,Consumer,Affiliate,45-54
CUST007053,2025-02-24,US,Small Business,Organic Search,45-54
CUST007054,2025-09-16,MX,Consumer,Organic Search,55+
CUST007055,2024-04-28,CA,Premium Consumer,Referral,25-34
CUST007056,2025-07-05,US,Premium Consumer,Referral,25-34
CUST007057,2026-03-24,CR,Consumer,Partner,25-34
CUST007058,2024-02-05,US,Consumer,Partner,18-24
CUST007059,2025-05-16,US,Small Business,Organic Search,55+
CUST007060,2024-12-09,US,Consumer,Partner,45-54
CUST007061,2025-01-12,MX,Small Business,Paid Social,25-34
CUST007062,2024-10-31,GB,Premium Consumer,Affiliate,25-34
CUST007063,2026-02-10,US,Small Business,Referral,35-44
CUST007064,2026-02-27,US,Premium Consumer,Organic Search,35-44
CUST007065,2024-04-09,US,Consumer,Organic Search,35-44
CUST007066,2025-12-29,CA,Premium Consumer,Paid Social,45-54
CUST007067,2024-08-02,BR,Consumer,Paid Social,25-34
CUST007068,2025-05-22,GB,Small Business,Affiliate,25-34
CUST007069,2024-11-28,CA,Small Business,Affiliate,45-54
CUST007070,2025-06-30,US,Consumer,Paid Social,25-34
CUST007071,2025-07-20,MX,Consumer,Referral,25-34
CUST007072,2025-09-26,GB,Consumer,Organic Search,45-54
CUST007073,2024-03-03,CR,Consumer,Paid Social,25-34
CUST007074,2024-12-23,US,Consumer,Organic Search,35-44
CUST007075,2025-03-03,US,Consumer,Organic Search,25-34
CUST007076,2025-11-21,CR,Small Business,Organic Search,45-54
CUST007077,2024-04-02,US,Consumer,Referral,18-24
CUST007078,2026-02-16,BR,Consumer,Organic Search,55+
CUST007079,2024-04-15,BR,Consumer,Referral,35-44
CUST007080,2025-02-07,CA,Small Business,Organic Search,45-54
CUST007081,2026-03-14,US,Consumer,Organic Search,35-44
CUST007082,2025-12-26,GB,Consumer,Paid Social,55+
CUST007083,2024-08-10,CA,Consumer,Paid Social,18-24
CUST007084,2025-02-21,GB,Consumer,Partner,18-24
CUST007085,2024-08-05,US,Premium Consumer,Paid Social,25-34
CUST007086,2024-08-09,MX,Consumer,Paid Social,35-44
CUST007087,2025-05-23,US,Premium Consumer,Organic Search,25-34
CUST007088,2025-06-06,US,Premium Consumer,Partner,35-44
CUST007089,2024-07-02,CA,Premium Consumer,Affiliate,25-34
CUST007090,2024-09-02,BR,Consumer,Partner,25-34
CUST007091,2025-01-01,US,Premium Consumer,Organic Search,25-34
CUST007092,2025-03-18,BR,Consumer,Direct,55+
CUST007093,2026-03-03,US,Consumer,Organic Search,18-24
CUST007094,2025-05-22,US,Small Business,Organic Search,55+
CUST007095,2024-12-09,MX,Consumer,Paid Social,25-34
CUST007096,2024-10-02,BR,Consumer,Organic Search,45-54
CUST007097,2024-07-30,GB,Premium Consumer,Direct,25-34
CUST007098,2024-12-11,US,Consumer,Organic Search,35-44
CUST007099,2025-12-23,GB,Consumer,Organic Search,45-54
CUST007100,2024-09-17,CR,Consumer,Paid Social,55+
CUST007101,2025-03-17,BR,Premium Consumer,Organic Search,18-24
CUST007102,2024-02-12,US,Consumer,Organic Search,45-54
CUST007103,2025-10-17,GB,Consumer,Referral,25-34
CUST007104,2024-04-29,GB,Small Business,Paid Social,25-34
CUST007105,2025-12-01,GB,Consumer,Direct,25-34
CUST007106,2025-03-01,CR,Consumer,Paid Social,35-44
CUST007107,2026-01-06,CA,Consumer,Direct,55+
CUST007108,2025-05-15,US,Consumer,Direct,25-34
CUST007109,2024-03-11,CA,Consumer,Referral,25-34
CUST007110,2025-05-30,US,Consumer,Organic Search,55+
CUST007111,2024-08-11,BR,Small Business,Paid Social,25-34
CUST007112,2024-02-04,CR,Consumer,Referral,35-44
CUST007113,2025-06-30,CA,Consumer,Organic Search,45-54
CUST007114,2025-09-12,GB,Consumer,Direct,25-34
CUST007115,2025-09-02,GB,Premium Consumer,Organic Search,35-44
CUST007116,2025-08-23,CR,Consumer,Direct,55+
CUST007117,2024-03-22,MX,Consumer,Referral,18-24
CUST007118,2025-03-05,CA,Premium Consumer,Partner,35-44
CUST007119,2024-09-06,CR,Consumer,Organic Search,18-24
CUST007120,2024-06-16,US,Consumer,Organic Search,55+
CUST007121,2024-02-20,US,Small Business,Paid Social,18-24
CUST007122,2024-08-15,CA,Consumer,Referral,45-54
CUST007123,2025-10-31,US,Consumer,Referral,25-34
CUST007124,2025-11-04,BR,Small Business,Organic Search,35-44
CUST007125,2024-08-26,CA,Consumer,Affiliate,25-34
CUST007126,2025-03-03,CA,Consumer,Direct,55+
CUST007127,2025-10-13,CR,Premium Consumer,Affiliate,25-34
CUST007128,2024-05-14,CR,Premium Consumer,Direct,25-34
CUST007129,2025-05-10,MX,Consumer,Paid Social,18-24
CUST007130,2024-05-20,BR,Small Business,Paid Social,25-34
CUST007131,2024-12-08,US,Premium Consumer,Organic Search,25-34
CUST007132,2024-01-01,US,Consumer,Paid Social,25-34
CUST007133,2024-02-17,CA,Consumer,Organic Search,25-34
CUST007134,2025-02-15,US,Small Business,Paid Social,18-24
CUST007135,2026-02-08,US,Consumer,Direct,45-54
CUST007136,2025-11-12,US,Consumer,Direct,35-44
CUST007137,2025-10-11,US,Consumer,Paid Social,25-34
CUST007138,2025-05-06,MX,Consumer,Organic Search,55+
CUST007139,2025-02-26,CR,Premium Consumer,Affiliate,45-54
CUST007140,2025-10-19,CR,Consumer,Paid Social,55+
CUST007141,2026-01-11,MX,Small Business,Organic Search,25-34
CUST007142,2024-03-16,BR,Consumer,Organic Search,25-34
CUST007143,2026-01-03,US,Consumer,Paid Social,45-54
CUST007144,2024-12-01,US,Consumer,Paid Social,35-44
CUST007145,2024-11-12,CR,Consumer,Paid Social,25-34
CUST007146,2024-01-16,CR,Consumer,Direct,35-44
CUST007147,2024-01-02,MX,Consumer,Paid Social,25-34
CUST007148,2026-01-04,US,Consumer,Partner,25-34
CUST007149,2025-06-08,US,Premium Consumer,Direct,45-54
CUST007150,2025-02-16,CA,Small Business,Organic Search,25-34
CUST007151,2024-09-29,US,Consumer,Referral,18-24
CUST007152,2025-12-27,MX,Consumer,Paid Social,55+
CUST007153,2024-09-26,US,Consumer,Referral,25-34
CUST007154,2026-03-17,US,Consumer,Referral,18-24
CUST007155,2025-02-10,US,Premium Consumer,Direct,35-44
CUST007156,2025-05-03,US,Consumer,Referral,35-44
CUST007157,2024-10-16,CA,Consumer,Paid Social,45-54
CUST007158,2024-01-09,BR,Premium Consumer,Direct,18-24
CUST007159,2024-01-05,CR,Consumer,Affiliate,25-34
CUST007160,2025-02-28,MX,Small Business,Partner,45-54
CUST007161,2024-05-24,CA,Consumer,Referral,35-44
CUST007162,2025-07-22,BR,Consumer,Affiliate,35-44
CUST007163,2025-04-03,CR,Consumer,Direct,45-54
CUST007164,2024-11-18,BR,Small Business,Partner,25-34
CUST007165,2025-03-25,BR,Consumer,Referral,18-24
CUST007166,2026-02-02,CA,Consumer,Affiliate,18-24
CUST007167,2025-12-23,CR,Premium Consumer,Direct,25-34
CUST007168,2024-12-16,US,Consumer,Organic Search,25-34
CUST007169,2025-04-18,US,Consumer,Referral,25-34
CUST007170,2024-06-15,BR,Premium Consumer,Referral,35-44
CUST007171,2025-03-21,CA,Consumer,Organic Search,25-34
CUST007172,2024-02-20,CR,Small Business,Paid Social,45-54
CUST007173,2025-02-03,US,Consumer,Affiliate,25-34
CUST007174,2025-06-08,GB,Small Business,Paid Social,35-44
CUST007175,2025-12-25,CA,Consumer,Partner,35-44
CUST007176,2025-04-03,US,Premium Consumer,Partner,25-34
CUST007177,2026-02-25,US,Consumer,Paid Social,35-44
CUST007178,2025-11-05,US,Small Business,Organic Search,35-44
CUST007179,2025-04-04,MX,Consumer,Direct,25-34
CUST007180,2025-02-15,CR,Consumer,Partner,35-44
CUST007181,2025-05-05,CA,Consumer,Direct,35-44
CUST007182,2026-02-14,BR,Consumer,Paid Social,25-34
CUST007183,2024-09-19,CA,Consumer,Partner,55+
CUST007184,2025-07-27,CA,Consumer,Referral,35-44
CUST007185,2025-07-10,US,Consumer,Referral,55+
CUST007186,2025-02-27,US,Consumer,Direct,25-34
CUST007187,2024-01-06,BR,Consumer,Referral,45-54
CUST007188,2025-03-31,US,Premium Consumer,Direct,25-34
CUST007189,2025-03-05,US,Consumer,Organic Search,55+
CUST007190,2024-09-06,US,Consumer,Partner,25-34
CUST007191,2024-04-01,US,Consumer,Paid Social,25-34
CUST007192,2024-07-26,CA,Consumer,Paid Social,35-44
CUST007193,2025-02-02,CR,Small Business,Paid Social,55+
CUST007194,2024-05-14,US,Small Business,Organic Search,35-44
CUST007195,2024-09-02,US,Consumer,Paid Social,35-44
CUST007196,2024-10-26,US,Consumer,Partner,35-44
CUST007197,2024-09-20,CA,Consumer,Direct,18-24
CUST007198,2024-03-10,MX,Premium Consumer,Paid Social,18-24
CUST007199,2025-01-23,CA,Consumer,Referral,55+
CUST007200,2025-01-30,US,Consumer,Paid Social,45-54
CUST007201,2024-02-26,US,Consumer,Paid Social,45-54
CUST007202,2025-03-10,CA,Consumer,Paid Social,18-24
CUST007203,2024-04-26,GB,Premium Consumer,Partner,35-44
CUST007204,2025-12-12,CR,Consumer,Organic Search,45-54
CUST007205,2024-05-07,GB,Consumer,Paid Social,35-44
CUST007206,2024-02-25,CA,Premium Consumer,Direct,45-54
CUST007207,2024-07-27,US,Premium Consumer,Organic Search,45-54
CUST007208,2024-02-27,BR,Small Business,Referral,25-34
CUST007209,2025-08-25,CA,Consumer,Referral,35-44
CUST007210,2025-01-05,CR,Small Business,Affiliate,35-44
CUST007211,2024-09-21,GB,Consumer,Direct,55+
CUST007212,2024-12-10,GB,Small Business,Organic Search,45-54
CUST007213,2024-04-02,MX,Consumer,Paid Social,45-54
CUST007214,2025-02-06,CA,Premium Consumer,Direct,55+
CUST007215,2024-02-13,US,Consumer,Direct,35-44
CUST007216,2025-03-10,US,Consumer,Affiliate,25-34
CUST007217,2025-08-28,US,Premium Consumer,Organic Search,35-44
CUST007218,2026-01-19,MX,Consumer,Referral,45-54
CUST007219,2025-12-20,MX,Premium Consumer,Paid Social,25-34
CUST007220,2025-08-21,BR,Consumer,Organic Search,25-34
CUST007221,2024-07-16,CA,Consumer,Referral,35-44
CUST007222,2024-02-10,CR,Premium Consumer,Organic Search,45-54
CUST007223,2024-03-11,US,Consumer,Direct,35-44
CUST007224,2026-03-09,US,Consumer,Affiliate,18-24
CUST007225,2025-11-17,BR,Small Business,Direct,18-24
CUST007226,2024-10-25,US,Consumer,Paid Social,18-24
CUST007227,2025-06-01,GB,Consumer,Paid Social,55+
CUST007228,2025-10-29,MX,Small Business,Referral,25-34
CUST007229,2024-04-12,MX,Premium Consumer,Referral,35-44
CUST007230,2024-01-08,BR,Consumer,Partner,35-44
CUST007231,2026-02-23,US,Consumer,Organic Search,18-24
CUST007232,2024-11-20,US,Premium Consumer,Organic Search,55+
CUST007233,2024-05-11,CA,Consumer,Affiliate,45-54
CUST007234,2025-10-01,US,Consumer,Affiliate,25-34
CUST007235,2025-08-24,US,Consumer,Organic Search,55+
CUST007236,2025-03-22,US,Small Business,Affiliate,45-54
CUST007237,2026-01-27,CR,Consumer,Paid Social,25-34
CUST007238,2024-01-23,BR,Small Business,Direct,25-34
CUST007239,2024-07-12,US,Consumer,Referral,35-44
CUST007240,2024-08-16,US,Small Business,Organic Search,25-34
CUST007241,2024-04-09,BR,Small Business,Organic Search,18-24
CUST007242,2024-01-21,US,Consumer,Direct,45-54
CUST007243,2024-11-08,US,Consumer,Paid Social,18-24
CUST007244,2024-05-11,MX,Consumer,Organic Search,25-34
CUST007245,2024-01-18,US,Consumer,Referral,45-54
CUST007246,2025-03-20,GB,Consumer,Direct,25-34
CUST007247,2025-03-24,MX,Consumer,Organic Search,25-34
CUST007248,2025-12-29,CR,Consumer,Organic Search,25-34
CUST007249,2025-02-25,MX,Consumer,Affiliate,45-54
CUST007250,2024-12-02,MX,Consumer,Paid Social,35-44
CUST007251,2025-11-04,US,Consumer,Affiliate,18-24
CUST007252,2025-04-11,MX,Consumer,Partner,25-34
CUST007253,2024-08-20,US,Consumer,Organic Search,35-44
CUST007254,2024-02-12,MX,Consumer,Partner,35-44
CUST007255,2024-01-08,CR,Consumer,Direct,25-34
CUST007256,2025-11-01,CA,Consumer,Affiliate,25-34
CUST007257,2025-03-15,US,Small Business,Paid Social,18-24
CUST007258,2025-04-21,US,Consumer,Referral,35-44
CUST007259,2024-12-28,US,Consumer,Direct,45-54
CUST007260,2024-03-11,US,Premium Consumer,Paid Social,55+
CUST007261,2025-02-23,CA,Consumer,Referral,45-54
CUST007262,2025-09-20,US,Consumer,Organic Search,45-54
CUST007263,2024-10-21,US,Consumer,Paid Social,25-34
CUST007264,2024-10-12,US,Consumer,Organic Search,55+
CUST007265,2024-02-03,BR,Consumer,Referral,45-54
CUST007266,2024-05-03,GB,Premium Consumer,Referral,18-24
CUST007267,2025-08-18,US,Premium Consumer,Organic Search,25-34
CUST007268,2024-06-10,US,Premium Consumer,Paid Social,25-34
CUST007269,2025-12-08,MX,Premium Consumer,Affiliate,35-44
CUST007270,2025-10-30,BR,Consumer,Paid Social,55+
CUST007271,2024-05-12,US,Premium Consumer,Direct,35-44
CUST007272,2025-06-26,US,Consumer,Affiliate,45-54
CUST007273,2024-01-19,GB,Consumer,Organic Search,45-54
CUST007274,2025-10-14,MX,Premium Consumer,Paid Social,25-34
CUST007275,2024-07-26,CA,Consumer,Organic Search,18-24
CUST007276,2024-05-27,CR,Premium Consumer,Referral,18-24
CUST007277,2024-08-08,MX,Premium Consumer,Paid Social,35-44
CUST007278,2026-01-19,CA,Small Business,Paid Social,25-34
CUST007279,2025-03-23,US,Small Business,Referral,55+
CUST007280,2024-10-21,US,Small Business,Organic Search,25-34
CUST007281,2025-01-21,US,Consumer,Organic Search,18-24
CUST007282,2026-02-12,US,Premium Consumer,Organic Search,55+
CUST007283,2025-06-30,MX,Premium Consumer,Paid Social,18-24
CUST007284,2025-07-30,CA,Consumer,Paid Social,35-44
CUST007285,2024-02-20,CA,Consumer,Organic Search,18-24
CUST007286,2026-01-22,US,Premium Consumer,Paid Social,35-44
CUST007287,2026-01-05,CR,Small Business,Paid Social,25-34
CUST007288,2025-02-10,US,Consumer,Direct,45-54
CUST007289,2026-02-02,BR,Consumer,Partner,45-54
CUST007290,2024-08-31,US,Premium Consumer,Referral,35-44
CUST007291,2025-03-22,US,Consumer,Partner,55+
CUST007292,2026-03-30,MX,Consumer,Direct,35-44
CUST007293,2024-07-19,CR,Small Business,Referral,55+
CUST007294,2024-02-01,CR,Consumer,Referral,45-54
CUST007295,2025-10-30,US,Consumer,Direct,35-44
CUST007296,2024-06-18,US,Small Business,Affiliate,25-34
CUST007297,2025-03-19,US,Consumer,Organic Search,45-54
CUST007298,2025-01-28,GB,Consumer,Affiliate,55+
CUST007299,2026-03-31,US,Premium Consumer,Paid Social,25-34
CUST007300,2025-04-04,GB,Consumer,Partner,25-34
CUST007301,2024-08-20,US,Premium Consumer,Organic Search,25-34
CUST007302,2026-01-27,US,Small Business,Organic Search,55+
CUST007303,2026-01-08,GB,Consumer,Partner,25-34
CUST007304,2024-04-26,CR,Consumer,Paid Social,45-54
CUST007305,2024-03-22,CR,Small Business,Paid Social,35-44
CUST007306,2024-05-09,US,Consumer,Organic Search,45-54
CUST007307,2026-03-04,MX,Consumer,Partner,35-44
CUST007308,2025-02-24,CA,Consumer,Referral,18-24
CUST007309,2024-12-17,US,Consumer,Organic Search,18-24
CUST007310,2024-09-13,MX,Small Business,Paid Social,45-54
CUST007311,2024-12-09,US,Small Business,Referral,35-44
CUST007312,2025-11-09,US,Consumer,Direct,45-54
CUST007313,2024-12-25,BR,Consumer,Organic Search,45-54
CUST007314,2024-10-24,US,Small Business,Affiliate,45-54
CUST007315,2025-09-21,US,Consumer,Organic Search,35-44
CUST007316,2025-10-29,US,Consumer,Paid Social,18-24
CUST007317,2026-03-29,CR,Premium Consumer,Paid Social,25-34
CUST007318,2025-06-18,US,Consumer,Organic Search,35-44
CUST007319,2024-12-15,US,Consumer,Organic Search,25-34
CUST007320,2025-03-01,GB,Consumer,Affiliate,35-44
CUST007321,2025-03-06,US,Consumer,Partner,25-34
CUST007322,2024-07-24,MX,Consumer,Paid Social,55+
CUST007323,2024-05-31,US,Small Business,Referral,25-34
CUST007324,2025-08-15,CR,Consumer,Paid Social,18-24
CUST007325,2024-08-28,CA,Consumer,Paid Social,25-34
CUST007326,2024-05-26,US,Premium Consumer,Partner,35-44
CUST007327,2024-10-29,MX,Premium Consumer,Organic Search,18-24
CUST007328,2024-11-07,US,Consumer,Referral,25-34
CUST007329,2025-07-07,CA,Consumer,Organic Search,45-54
CUST007330,2025-06-25,US,Consumer,Direct,35-44
CUST007331,2024-02-27,CR,Consumer,Affiliate,25-34
CUST007332,2025-07-07,US,Consumer,Partner,35-44
CUST007333,2024-03-23,US,Consumer,Referral,18-24
CUST007334,2024-07-25,BR,Consumer,Referral,18-24
CUST007335,2025-12-10,CR,Premium Consumer,Paid Social,25-34
CUST007336,2025-06-19,US,Small Business,Referral,25-34
CUST007337,2024-07-13,US,Consumer,Affiliate,35-44
CUST007338,2024-03-07,MX,Small Business,Referral,55+
CUST007339,2025-05-20,US,Consumer,Paid Social,18-24
CUST007340,2025-01-01,US,Consumer,Organic Search,35-44
CUST007341,2024-04-22,CA,Consumer,Organic Search,45-54
CUST007342,2024-01-29,GB,Consumer,Organic Search,45-54
CUST007343,2025-08-09,US,Consumer,Organic Search,35-44
CUST007344,2024-10-31,CR,Consumer,Paid Social,25-34
CUST007345,2025-05-17,CR,Premium Consumer,Partner,25-34
CUST007346,2025-12-02,GB,Consumer,Organic Search,25-34
CUST007347,2025-05-09,US,Consumer,Referral,45-54
CUST007348,2025-04-23,MX,Small Business,Affiliate,25-34
CUST007349,2025-03-25,BR,Consumer,Paid Social,35-44
CUST007350,2024-09-15,CR,Consumer,Paid Social,18-24
CUST007351,2025-08-21,GB,Consumer,Organic Search,25-34
CUST007352,2025-04-25,MX,Consumer,Organic Search,25-34
CUST007353,2026-03-05,GB,Premium Consumer,Referral,18-24
CUST007354,2024-05-18,US,Consumer,Organic Search,55+
CUST007355,2025-12-23,CR,Consumer,Partner,35-44
CUST007356,2024-09-19,BR,Premium Consumer,Organic Search,18-24
CUST007357,2024-06-28,CR,Premium Consumer,Paid Social,35-44
CUST007358,2025-05-27,US,Small Business,Direct,45-54
CUST007359,2025-08-18,GB,Consumer,Referral,25-34
CUST007360,2024-02-21,US,Consumer,Organic Search,18-24
CUST007361,2024-09-24,US,Small Business,Direct,25-34
CUST007362,2025-06-12,MX,Premium Consumer,Affiliate,35-44
CUST007363,2024-01-19,MX,Consumer,Paid Social,45-54
CUST007364,2024-09-16,US,Consumer,Referral,18-24
CUST007365,2025-12-21,US,Consumer,Referral,18-24
CUST007366,2024-08-05,GB,Premium Consumer,Referral,55+
CUST007367,2025-01-05,BR,Premium Consumer,Direct,25-34
CUST007368,2025-06-14,CR,Consumer,Direct,25-34
CUST007369,2024-08-31,US,Small Business,Partner,45-54
CUST007370,2025-10-26,US,Consumer,Referral,35-44
CUST007371,2025-07-11,US,Consumer,Organic Search,35-44
CUST007372,2025-12-14,MX,Small Business,Referral,18-24
CUST007373,2025-04-06,GB,Premium Consumer,Referral,18-24
CUST007374,2024-03-09,US,Consumer,Organic Search,45-54
CUST007375,2025-03-14,CR,Premium Consumer,Paid Social,25-34
CUST007376,2025-04-19,US,Small Business,Partner,18-24
CUST007377,2025-02-19,MX,Premium Consumer,Organic Search,35-44
CUST007378,2025-10-23,BR,Consumer,Referral,55+
CUST007379,2024-07-15,CR,Small Business,Organic Search,45-54
CUST007380,2024-03-08,CR,Consumer,Referral,55+
CUST007381,2025-06-25,CR,Consumer,Organic Search,35-44
CUST007382,2024-07-23,CR,Premium Consumer,Organic Search,35-44
CUST007383,2024-04-13,MX,Consumer,Organic Search,35-44
CUST007384,2024-08-18,US,Small Business,Organic Search,35-44
CUST007385,2024-03-24,US,Consumer,Direct,35-44
CUST007386,2025-12-17,GB,Small Business,Organic Search,45-54
CUST007387,2024-12-29,US,Consumer,Organic Search,35-44
CUST007388,2024-10-12,CA,Consumer,Paid Social,45-54
CUST007389,2025-11-15,BR,Small Business,Paid Social,55+
CUST007390,2024-04-05,CA,Consumer,Paid Social,18-24
CUST007391,2024-12-11,US,Consumer,Direct,45-54
CUST007392,2025-09-01,CR,Consumer,Organic Search,55+
CUST007393,2024-04-06,US,Consumer,Direct,25-34
CUST007394,2024-08-09,US,Consumer,Partner,25-34
CUST007395,2024-04-22,US,Consumer,Paid Social,45-54
CUST007396,2026-01-11,GB,Premium Consumer,Referral,35-44
CUST007397,2024-11-10,CA,Consumer,Organic Search,45-54
CUST007398,2026-03-12,US,Consumer,Organic Search,18-24
CUST007399,2024-12-10,BR,Premium Consumer,Organic Search,25-34
CUST007400,2025-12-20,US,Consumer,Affiliate,45-54
CUST007401,2024-04-08,US,Consumer,Paid Social,35-44
CUST007402,2025-03-12,US,Consumer,Paid Social,25-34
CUST007403,2025-05-17,CA,Consumer,Organic Search,25-34
CUST007404,2025-06-13,MX,Consumer,Partner,25-34
CUST007405,2025-07-05,CA,Small Business,Organic Search,25-34
CUST007406,2025-09-10,CR,Consumer,Organic Search,35-44
CUST007407,2024-12-09,CA,Premium Consumer,Organic Search,35-44
CUST007408,2024-08-25,US,Premium Consumer,Paid Social,35-44
CUST007409,2025-07-19,MX,Small Business,Referral,25-34
CUST007410,2025-08-27,US,Consumer,Referral,35-44
CUST007411,2026-03-28,MX,Small Business,Organic Search,55+
CUST007412,2026-02-15,US,Consumer,Organic Search,18-24
CUST007413,2025-08-25,CA,Consumer,Paid Social,35-44
CUST007414,2024-01-03,CA,Premium Consumer,Direct,35-44
CUST007415,2025-01-31,CR,Consumer,Affiliate,45-54
CUST007416,2024-03-08,CR,Consumer,Partner,45-54
CUST007417,2026-01-08,US,Premium Consumer,Referral,25-34
CUST007418,2024-08-17,GB,Premium Consumer,Referral,35-44
CUST007419,2025-02-20,GB,Consumer,Paid Social,45-54
CUST007420,2024-11-07,US,Consumer,Partner,45-54
CUST007421,2024-05-25,CA,Consumer,Organic Search,45-54
CUST007422,2025-09-19,CR,Consumer,Organic Search,35-44
CUST007423,2025-12-15,US,Consumer,Direct,25-34
CUST007424,2024-04-14,CR,Consumer,Organic Search,55+
CUST007425,2024-09-20,BR,Consumer,Organic Search,45-54
CUST007426,2024-04-06,MX,Consumer,Direct,55+
CUST007427,2025-05-23,CA,Premium Consumer,Organic Search,45-54
CUST007428,2026-03-15,CR,Consumer,Affiliate,35-44
CUST007429,2025-06-27,MX,Premium Consumer,Partner,45-54
CUST007430,2025-11-04,US,Consumer,Direct,35-44
CUST007431,2026-01-28,GB,Consumer,Direct,45-54
CUST007432,2025-01-17,CA,Premium Consumer,Paid Social,45-54
CUST007433,2024-11-12,US,Small Business,Referral,25-34
CUST007434,2024-05-05,GB,Small Business,Direct,45-54
CUST007435,2024-02-19,CA,Consumer,Organic Search,55+
CUST007436,2024-09-20,US,Consumer,Referral,25-34
CUST007437,2024-02-26,CR,Consumer,Affiliate,35-44
CUST007438,2026-02-25,US,Consumer,Referral,55+
CUST007439,2024-08-10,MX,Consumer,Partner,45-54
CUST007440,2024-02-20,US,Consumer,Paid Social,25-34
CUST007441,2025-11-03,GB,Premium Consumer,Direct,45-54
CUST007442,2024-05-09,CA,Premium Consumer,Affiliate,18-24
CUST007443,2024-03-12,US,Consumer,Organic Search,18-24
CUST007444,2026-01-18,CA,Premium Consumer,Organic Search,18-24
CUST007445,2024-10-10,US,Consumer,Paid Social,35-44
CUST007446,2025-06-05,CR,Consumer,Referral,55+
CUST007447,2025-09-06,BR,Premium Consumer,Partner,45-54
CUST007448,2026-03-02,CR,Consumer,Organic Search,35-44
CUST007449,2025-07-11,GB,Small Business,Organic Search,18-24
CUST007450,2025-03-28,US,Consumer,Direct,55+
CUST007451,2024-03-15,US,Consumer,Organic Search,25-34
CUST007452,2025-10-12,US,Consumer,Affiliate,35-44
CUST007453,2025-08-01,US,Small Business,Direct,35-44
CUST007454,2025-06-01,MX,Premium Consumer,Organic Search,55+
CUST007455,2025-12-18,MX,Consumer,Organic Search,35-44
CUST007456,2026-02-17,BR,Consumer,Paid Social,18-24
CUST007457,2024-12-26,US,Consumer,Organic Search,25-34
CUST007458,2024-11-02,CA,Premium Consumer,Paid Social,25-34
CUST007459,2024-07-08,GB,Consumer,Direct,45-54
CUST007460,2025-05-07,CA,Premium Consumer,Direct,25-34
CUST007461,2024-01-29,US,Consumer,Referral,25-34
CUST007462,2024-07-06,CA,Consumer,Referral,35-44
CUST007463,2024-10-02,GB,Consumer,Direct,25-34
CUST007464,2024-03-25,CA,Consumer,Direct,25-34
CUST007465,2024-12-07,CA,Consumer,Organic Search,18-24
CUST007466,2024-03-12,US,Premium Consumer,Paid Social,25-34
CUST007467,2025-03-28,CR,Consumer,Paid Social,55+
CUST007468,2025-11-19,CR,Premium Consumer,Affiliate,35-44
CUST007469,2025-11-11,CA,Consumer,Paid Social,35-44
CUST007470,2024-09-16,GB,Consumer,Organic Search,25-34
CUST007471,2024-11-18,MX,Premium Consumer,Affiliate,45-54
CUST007472,2025-01-11,GB,Consumer,Paid Social,25-34
CUST007473,2025-10-20,CR,Consumer,Direct,25-34
CUST007474,2025-12-01,US,Consumer,Organic Search,25-34
CUST007475,2024-01-02,BR,Consumer,Organic Search,25-34
CUST007476,2025-06-09,CA,Consumer,Organic Search,25-34
