subscription_id,customer_id,plan_id,start_date,end_date,subscription_status,auto_renew,discount_pct
SUB0005785,CUST005150,P02,2025-03-25,,Active,1,10.0
SUB0005786,CUST005151,P03,2024-02-27,2025-09-15,Cancelled,1,0.0
SUB0005787,CUST005151,P03,2024-10-06,,Active,1,0.0
SUB0005788,CUST005152,P01,2025-07-14,,Active,1,0.0
SUB0005789,CUST005153,P02,2024-05-28,,Active,1,0.0
SUB0005790,CUST005153,P02,2025-02-23,,Active,1,0.0
SUB0005791,CUST005154,P02,2024-02-18,2025-07-20,Cancelled,1,0.0
SUB0005792,CUST005155,P03,2024-11-26,,Active,0,0.0
SUB0005793,CUST005155,P02,2025-11-09,2026-02-26,Cancelled,1,20.0
SUB0005794,CUST005156,P01,2025-10-03,2026-03-29,Cancelled,1,0.0
SUB0005795,CUST005156,P01,2026-06-20,,Active,1,5.0
SUB0005796,CUST005157,P01,2024-04-26,2025-03-14,Cancelled,1,0.0
SUB0005797,CUST005158,P02,2025-07-27,,Active,0,0.0
SUB0005798,CUST005159,P01,2024-09-25,2025-04-10,Cancelled,1,15.0
SUB0005799,CUST005160,P03,2024-04-25,,Active,1,0.0
SUB0005800,CUST005161,P02,2026-04-08,,Active,1,0.0
SUB0005801,CUST005162,P01,2024-10-14,,Active,1,0.0
SUB0005802,CUST005162,P02,2025-05-28,,Active,1,0.0
SUB0005803,CUST005163,P02,2024-10-14,2024-11-12,Cancelled,1,0.0
SUB0005804,CUST005164,P02,2024-08-09,,Active,1,0.0
SUB0005805,CUST005165,P02,2025-11-17,,Active,1,0.0
SUB0005806,CUST005166,P03,2024-09-03,2025-11-26,Cancelled,1,0.0
SUB0005807,CUST005167,P01,2025-05-03,,Active,0,0.0
SUB0005808,CUST005168,P02,2024-03-02,2026-05-10,Cancelled,0,5.0
SUB0005809,CUST005169,P01,2026-03-16,,Active,0,10.0
SUB0005810,CUST005170,P01,2025-04-22,,Active,1,0.0
SUB0005811,CUST005171,P02,2025-03-01,,Active,1,10.0
SUB0005812,CUST005172,P01,2026-03-30,,Active,1,0.0
SUB0005813,CUST005173,P03,2024-07-29,2024-08-12,Cancelled,0,0.0
SUB0005814,CUST005174,P01,2025-01-07,,Active,1,5.0
SUB0005815,CUST005174,P02,2025-06-20,,Active,0,10.0
SUB0005816,CUST005175,P02,2025-06-02,,Active,0,0.0
SUB0005817,CUST005176,P02,2025-11-15,,Active,1,0.0
SUB0005818,CUST005177,P02,2025-01-29,,Active,1,0.0
SUB0005819,CUST005178,P01,2024-01-31,2025-09-27,Cancelled,1,0.0
SUB0005820,CUST005178,P02,2024-10-17,,Active,1,0.0
SUB0005821,CUST005179,P04,2025-12-15,,Active,1,0.0
SUB0005822,CUST005180,P03,2024-07-18,,Active,0,10.0
SUB0005823,CUST005181,P01,2025-01-16,,Active,1,0.0
SUB0005824,CUST005182,P03,2026-02-04,,Active,1,0.0
SUB0005826,CUST005183,P03,2024-09-01,,Active,1,0.0
SUB0005827,CUST005184,P04,2025-04-10,2026-01-26,Cancelled,1,0.0
SUB0005828,CUST005185,P01,2025-12-17,,Active,1,0.0
SUB0005829,CUST005186,P02,2024-04-07,,Active,1,5.0
SUB0005830,CUST005187,P02,2024-03-04,,Active,0,10.0
SUB0005831,CUST005188,P02,2025-06-17,,Active,1,0.0
SUB0005832,CUST005189,P01,2024-06-12,,Active,1,0.0
SUB0005833,CUST005190,P03,2024-02-08,,Active,1,10.0
SUB0005834,CUST005191,P01,2025-06-12,,Active,1,0.0
SUB0005835,CUST005192,P01,2024-08-14,2025-06-23,Cancelled,1,0.0
SUB0005836,CUST005192,P03,2025-03-16,2025-11-13,Cancelled,0,0.0
SUB0005837,CUST005193,P02,2024-11-27,,Active,1,0.0
SUB0005838,CUST005193,P02,2025-07-27,,Active,1,0.0
SUB0005839,CUST005194,P01,2024-09-19,,Active,1,0.0
SUB0005840,CUST005195,P02,2025-08-18,,Active,1,0.0
SUB0005842,CUST005196,P02,2025-07-21,,Active,1,0.0
SUB0005843,CUST005197,P04,2026-04-02,,Active,1,0.0
SUB0005844,CUST005198,P01,2024-10-03,2025-05-21,Cancelled,1,15.0
SUB0005845,CUST005199,P01,2025-04-20,2025-07-14,Cancelled,0,0.0
SUB0005846,CUST005200,P02,2025-07-06,2025-08-11,Cancelled,1,0.0
SUB0005847,CUST005201,P02,2024-04-12,2025-05-13,Cancelled,1,5.0
SUB0005848,CUST005202,P01,2025-07-29,,Active,1,0.0
SUB0005849,CUST005203,P01,2024-09-14,,Active,1,0.0
SUB0005850,CUST005204,P03,2025-05-06,,Active,1,0.0
SUB0005851,CUST005205,P01,2024-09-22,,Active,1,5.0
SUB0005852,CUST005205,P01,2025-10-26,,Active,1,0.0
SUB0005853,CUST005206,P03,2025-12-13,,Active,1,0.0
SUB0005854,CUST005207,P01,2025-11-17,,Active,1,0.0
SUB0005855,CUST005208,P01,2024-10-04,,Active,0,0.0
SUB0005856,CUST005209,P01,2025-03-28,,Active,1,20.0
SUB0005857,CUST005210,P01,2026-02-18,,Active,1,10.0
SUB0005858,CUST005211,P01,2025-08-21,,Active,1,0.0
SUB0005859,CUST005212,P01,2026-01-01,2026-05-30,Cancelled,1,0.0
SUB0005860,CUST005213,P03,2024-06-01,2026-01-13,Cancelled,1,15.0
SUB0005861,CUST005214,P01,2025-05-08,,Active,1,0.0
SUB0005862,CUST005215,P01,2025-07-14,,Active,1,0.0
SUB0005863,CUST005216,P02,2026-02-21,,Active,1,0.0
SUB0005864,CUST005217,P01,2025-05-08,2025-10-22,Cancelled,0,0.0
SUB0005865,CUST005217,P01,2025-08-05,,Active,1,0.0
SUB0005866,CUST005218,P03,2025-04-16,,Active,1,5.0
SUB0005867,CUST005219,P01,2026-03-03,,Active,1,0.0
SUB0005868,CUST005220,P01,2025-03-13,,Active,1,0.0
SUB0005869,CUST005221,P01,2025-11-17,2026-06-30,Cancelled,1,0.0
SUB0005870,CUST005222,P01,2024-02-08,2024-04-11,Cancelled,1,0.0
SUB0005871,CUST005223,P04,2025-09-28,,Active,1,15.0
SUB0005872,CUST005224,P03,2025-03-29,,Active,1,0.0
SUB0005873,CUST005225,P01,2024-12-17,,Active,1,0.0
SUB0005874,CUST005226,P01,2025-06-27,2025-08-24,Cancelled,1,0.0
SUB0005875,CUST005227,P03,2025-05-28,,Active,1,10.0
SUB0005876,CUST005228,P03,2025-04-11,2025-07-19,Cancelled,1,0.0
SUB0005877,CUST005229,P01,2025-09-03,2025-10-24,Cancelled,0,0.0
SUB0005878,CUST005230,P02,2024-07-20,2025-02-12,Cancelled,1,5.0
SUB0005879,CUST005231,P01,2025-03-26,,Active,0,10.0
SUB0005880,CUST005232,P01,2024-09-06,2025-02-23,Cancelled,1,0.0
SUB0005881,CUST005233,P02,2025-07-16,2025-10-11,Cancelled,1,10.0
SUB0005882,CUST005234,P01,2024-09-12,2025-06-25,Cancelled,1,0.0
SUB0005883,CUST005235,P01,2025-11-05,,Active,1,0.0
SUB0005884,CUST005235,P02,2026-06-02,,Active,1,0.0
SUB0005885,CUST005236,P02,2024-02-09,2025-07-13,Cancelled,1,0.0
SUB0005886,CUST005237,P01,2025-09-20,,Active,1,0.0
SUB0005887,CUST005238,P01,2026-01-13,,Active,0,0.0
SUB0005888,CUST005239,P01,2025-06-13,,Active,1,20.0
SUB0005889,CUST005240,P01,2025-01-28,2025-09-25,Cancelled,0,0.0
SUB0005890,CUST005241,P01,2025-11-04,,Active,1,0.0
SUB0005891,CUST005242,P02,2025-04-14,,Active,1,0.0
SUB0005892,CUST005242,P03,2026-04-25,,Active,1,0.0
SUB0005893,CUST005243,P01,2024-09-20,2025-09-26,Cancelled,0,0.0
SUB0005894,CUST005244,P01,2026-03-30,,Active,1,0.0
SUB0005895,CUST005245,P02,2024-08-04,2025-09-17,Cancelled,1,0.0
SUB0005896,CUST005246,P01,2026-01-12,2026-02-28,Cancelled,1,0.0
SUB0005897,CUST005247,P02,2026-02-05,,Active,1,0.0
SUB0005898,CUST005248,P02,2025-10-29,2025-12-24,Cancelled,1,5.0
SUB0005899,CUST005249,P02,2025-01-21,2025-11-29,Cancelled,0,0.0
SUB0005900,CUST005250,P01,2024-10-28,,Active,1,0.0
SUB0005901,CUST005251,P01,2025-10-14,,Active,1,0.0
SUB0005903,CUST005252,P03,2024-01-31,2024-03-10,Cancelled,1,20.0
SUB0005904,CUST005253,P02,2024-03-03,2025-01-25,Cancelled,1,10.0
SUB0005905,CUST005254,P02,2026-04-01,,Active,1,0.0
SUB0005907,CUST005255,P03,2024-04-02,,Active,1,0.0
SUB0005908,CUST005256,P02,2025-07-16,2026-02-24,Cancelled,1,0.0
SUB0005909,CUST005257,P03,2025-11-27,,Active,1,0.0
SUB0005910,CUST005257,P01,2026-04-26,,Active,1,5.0
SUB0005911,CUST005258,P03,2024-05-16,2026-06-09,Cancelled,1,0.0
SUB0005912,CUST005259,P04,2025-10-24,,Active,1,0.0
SUB0005913,CUST005260,P01,2024-12-02,2026-06-25,Cancelled,1,0.0
SUB0005914,CUST005261,P01,2026-02-19,,Active,0,20.0
SUB0005915,CUST005262,P03,2024-10-03,,Active,1,0.0
SUB0005916,CUST005262,P02,2025-10-14,,Active,0,20.0
SUB0005917,CUST005263,P02,2024-07-01,,Active,1,10.0
SUB0005918,CUST005264,P03,2026-03-25,,Active,1,20.0
SUB0005919,CUST005265,P01,2025-08-16,,Active,1,0.0
SUB0005920,CUST005266,P01,2024-06-15,,Active,0,15.0
SUB0005921,CUST005267,P02,2024-02-05,2024-05-16,Cancelled,0,5.0
SUB0005922,CUST005268,P01,2024-10-16,2025-03-14,Cancelled,1,0.0
SUB0005923,CUST005269,P02,2024-03-19,,Active,1,0.0
SUB0005924,CUST005270,P03,2025-03-18,,Active,1,10.0
SUB0005925,CUST005271,P03,2024-10-16,,Active,1,0.0
SUB0005926,CUST005271,P02,2025-08-20,,Active,1,15.0
SUB0005927,CUST005272,P02,2025-05-18,,Active,1,0.0
SUB0005928,CUST005273,P01,2024-12-11,,Active,1,0.0
SUB0005929,CUST005274,P01,2025-09-15,,Active,1,0.0
SUB0005930,CUST005275,P01,2025-11-14,,Active,1,0.0
SUB0005931,CUST005276,P02,2024-01-29,,Active,1,0.0
SUB0005932,CUST005277,P02,2026-03-28,,Active,1,15.0
SUB0005933,CUST005278,P02,2024-02-25,2025-01-24,Cancelled,1,0.0
SUB0005934,CUST005279,P02,2025-02-19,,Active,0,5.0
SUB0005935,CUST005279,P02,2025-08-31,2026-03-30,Cancelled,0,10.0
SUB0005936,CUST005280,P01,2025-10-04,2026-06-10,Cancelled,1,0.0
SUB0005937,CUST005281,P02,2025-07-14,,Active,0,5.0
SUB0005938,CUST005282,P02,2024-11-25,,Active,0,0.0
SUB0005939,CUST005283,P03,2025-01-25,2026-04-14,Cancelled,1,0.0
SUB0005940,CUST005283,P03,2025-07-18,,Active,0,0.0
SUB0005941,CUST005284,P01,2024-02-11,,Active,1,0.0
SUB0005942,CUST005284,P03,2024-12-13,2025-02-14,Cancelled,1,20.0
SUB0005943,CUST005285,P02,2025-04-03,,Active,1,15.0
SUB0005944,CUST005286,P03,2024-06-08,,Active,1,0.0
SUB0005945,CUST005287,P01,2025-11-30,,Active,0,0.0
SUB0005946,CUST005288,P02,2024-03-28,2024-08-31,Cancelled,1,0.0
SUB0005947,CUST005289,P03,2024-02-14,,Active,1,0.0
SUB0005948,CUST005290,P01,2025-11-02,,Active,1,0.0
SUB0005949,CUST005291,P01,2025-01-06,,Active,1,0.0
SUB0005950,CUST005292,P01,2026-03-12,,Active,1,0.0
SUB0005951,CUST005293,P01,2025-08-31,,Active,0,0.0
SUB0005952,CUST005294,P01,2025-04-26,,Active,1,0.0
SUB0005953,CUST005295,P02,2024-02-15,2024-03-12,Cancelled,1,0.0
SUB0005954,CUST005296,P01,2025-02-23,2025-10-23,Cancelled,0,0.0
SUB0005955,CUST005297,P01,2025-01-13,,Active,1,5.0
SUB0005956,CUST005298,P02,2024-08-30,2025-02-26,Cancelled,0,0.0
SUB0005957,CUST005299,P02,2024-06-27,,Active,1,0.0
SUB0005958,CUST005300,P02,2024-04-03,2024-11-21,Cancelled,1,0.0
SUB0005959,CUST005301,P02,2024-11-28,,Active,1,0.0
SUB0005960,CUST005302,P02,2025-05-27,,Active,1,10.0
SUB0005961,CUST005303,P01,2025-09-28,,Active,1,0.0
SUB0005962,CUST005304,P01,2025-06-17,2025-09-23,Cancelled,1,0.0
SUB0005963,CUST005305,P01,2024-06-21,,Active,1,0.0
SUB0005964,CUST005306,P02,2025-09-07,,Active,1,0.0
SUB0005965,CUST005307,P01,2024-03-12,2026-03-18,Cancelled,1,0.0
SUB0005966,CUST005307,P02,2025-01-01,,Active,1,0.0
SUB0005967,CUST005308,P03,2026-01-22,,Active,1,0.0
SUB0005969,CUST005309,P02,2025-01-22,,Active,1,0.0
SUB0005970,CUST005310,P01,2024-07-22,,Active,0,0.0
SUB0005971,CUST005311,P01,2025-02-18,,Active,1,15.0
SUB0005972,CUST005312,P01,2024-07-27,2025-06-22,Cancelled,0,0.0
SUB0005973,CUST005313,P01,2024-11-28,2025-01-10,Cancelled,1,0.0
SUB0005974,CUST005314,P02,2024-06-04,2025-07-10,Cancelled,1,10.0
SUB0005975,CUST005315,P04,2024-05-14,,Active,1,0.0
SUB0005976,CUST005316,P03,2024-07-16,,Active,0,10.0
SUB0005977,CUST005317,P02,2024-11-08,,Active,1,0.0
SUB0005978,CUST005317,P02,2025-04-23,,Active,1,0.0
SUB0005979,CUST005318,P03,2026-01-11,,Active,1,0.0
SUB0005980,CUST005319,P02,2024-06-20,,Active,1,0.0
SUB0005981,CUST005320,P01,2026-01-11,2026-04-28,Cancelled,1,20.0
SUB0005982,CUST005321,P03,2024-03-29,,Active,1,0.0
SUB0005983,CUST005322,P01,2024-11-11,2026-06-23,Cancelled,1,0.0
SUB0005984,CUST005323,P02,2026-03-12,,Active,1,0.0
SUB0005985,CUST005324,P02,2025-05-20,2025-11-26,Cancelled,1,0.0
SUB0005986,CUST005325,P03,2025-02-26,,Active,0,0.0
SUB0005987,CUST005325,P01,2026-04-07,,Active,1,0.0
SUB0005988,CUST005326,P01,2025-01-08,,Active,1,5.0
SUB0005989,CUST005327,P01,2024-08-01,,Active,1,0.0
SUB0005990,CUST005328,P02,2026-01-21,,Active,1,15.0
SUB0005991,CUST005329,P03,2025-04-07,,Active,1,0.0
SUB0005992,CUST005329,P03,2025-08-24,,Active,1,5.0
SUB0005993,CUST005330,P02,2026-03-14,,Active,1,0.0
SUB0005994,CUST005331,P03,2025-09-15,,Active,0,0.0
SUB0005995,CUST005332,P01,2025-12-29,,Active,1,10.0
SUB0005996,CUST005333,P02,2025-04-12,,Active,1,0.0
SUB0005997,CUST005333,P03,2025-11-21,,Active,1,0.0
SUB0005998,CUST005334,P03,2025-02-01,,Active,1,0.0
SUB0005999,CUST005335,P03,2025-08-07,,Active,1,10.0
SUB0006000,CUST005336,P01,2025-10-26,,Active,1,15.0
SUB0006001,CUST005337,P02,2025-11-23,2026-01-21,Cancelled,1,0.0
SUB0006002,CUST005338,P02,2025-06-15,,Active,1,0.0
SUB0006003,CUST005339,P03,2025-05-08,,Active,1,0.0
SUB0006004,CUST005340,P02,2024-07-20,,Active,1,0.0
SUB0006005,CUST005341,P02,2025-03-10,2025-11-16,Cancelled,1,0.0
SUB0006006,CUST005342,P01,2025-01-08,,Active,0,0.0
SUB0006007,CUST005343,P02,2024-08-05,,Active,1,0.0
SUB0006008,CUST005343,P03,2025-08-16,,Active,0,10.0
SUB0006009,CUST005344,P01,2025-12-22,,Active,1,0.0
SUB0006010,CUST005345,P01,2026-03-13,,Active,1,0.0
SUB0006011,CUST005346,P01,2024-12-10,,Active,0,20.0
SUB0006012,CUST005346,P02,2025-08-05,2025-10-09,Cancelled,0,5.0
SUB0006013,CUST005347,P01,2024-06-14,2026-01-10,Cancelled,1,0.0
SUB0006014,CUST005348,P02,2026-01-29,,Active,1,0.0
SUB0006015,CUST005349,P01,2025-04-27,,Active,1,0.0
SUB0006016,CUST005350,P01,2025-10-21,,Active,1,20.0
SUB0006017,CUST005351,P03,2024-11-11,2025-11-27,Cancelled,1,0.0
SUB0006018,CUST005351,P03,2025-09-15,,Active,1,0.0
SUB0006019,CUST005352,P01,2026-03-05,,Active,1,0.0
SUB0006020,CUST005353,P01,2025-05-11,2025-07-24,Cancelled,1,0.0
SUB0006021,CUST005354,P01,2024-05-16,,Active,1,0.0
SUB0006022,CUST005355,P02,2025-08-09,2025-10-26,Cancelled,1,0.0
SUB0006023,CUST005356,P04,2024-05-13,,Active,1,0.0
SUB0006024,CUST005357,P01,2024-11-24,,Active,1,5.0
SUB0006025,CUST005358,P01,2024-12-21,,Active,0,10.0
SUB0006026,CUST005359,P01,2024-08-01,,Active,0,0.0
SUB0006027,CUST005360,P01,2025-08-29,,Active,1,20.0
SUB0006028,CUST005361,P01,2024-03-20,2026-06-29,Cancelled,1,0.0
SUB0006029,CUST005362,P03,2025-07-08,,Active,1,0.0
SUB0006030,CUST005363,P01,2024-03-08,,Active,1,20.0
SUB0006031,CUST005364,P01,2025-09-28,,Active,1,0.0
SUB0006033,CUST005365,P03,2024-02-07,,Active,1,0.0
SUB0006034,CUST005366,P01,2025-07-06,,Active,1,5.0
SUB0006035,CUST005367,P01,2025-11-10,,Active,1,0.0
SUB0006036,CUST005368,P02,2024-05-04,,Active,1,10.0
SUB0006037,CUST005369,P01,2024-03-15,2025-05-25,Cancelled,1,0.0
SUB0006038,CUST005369,P01,2025-04-17,,Active,1,5.0
SUB0006039,CUST005370,P02,2025-11-27,,Active,1,20.0
SUB0006040,CUST005371,P01,2025-12-05,2026-02-26,Cancelled,1,0.0
SUB0006041,CUST005372,P02,2024-12-03,,Active,1,0.0
SUB0006042,CUST005373,P03,2025-04-20,,Active,0,0.0
SUB0006043,CUST005374,P02,2024-06-05,,Active,1,15.0
SUB0006044,CUST005375,P02,2024-06-11,,Active,1,0.0
SUB0006045,CUST005375,P01,2025-01-09,2025-07-27,Cancelled,0,0.0
SUB0006046,CUST005376,P03,2024-05-19,2024-09-17,Cancelled,0,0.0
SUB0006047,CUST005377,P01,2025-04-25,,Active,1,0.0
SUB0006048,CUST005377,P01,2025-12-10,,Active,1,0.0
SUB0006049,CUST005378,P01,2025-10-26,,Active,1,10.0
SUB0006050,CUST005379,P01,2024-09-22,2024-12-23,Cancelled,1,0.0
SUB0006051,CUST005380,P01,2024-06-17,,Active,1,0.0
SUB0006052,CUST005381,P01,2024-11-02,,Active,1,0.0
SUB0006053,CUST005382,P02,2026-03-19,,Active,1,20.0
SUB0006054,CUST005383,P01,2025-10-29,,Active,1,5.0
SUB0006055,CUST005384,P01,2026-04-14,,Active,0,15.0
SUB0006056,CUST005385,P03,2026-03-15,,Active,0,15.0
SUB0006057,CUST005386,P01,2025-06-15,,Active,1,0.0
SUB0006058,CUST005387,P01,2024-07-27,2026-02-27,Cancelled,1,0.0
SUB0006059,CUST005388,P01,2026-04-05,,Active,1,0.0
SUB0006060,CUST005389,P01,2026-01-21,,Active,1,0.0
SUB0006061,CUST005390,P01,2025-12-08,2026-04-30,Cancelled,1,0.0
SUB0006062,CUST005391,P03,2026-01-22,,Active,1,5.0
SUB0006063,CUST005392,P01,2025-04-21,,Active,1,10.0
SUB0006064,CUST005393,P02,2024-06-01,2024-10-22,Cancelled,1,10.0
SUB0006065,CUST005394,P01,2024-10-30,,Active,1,0.0
SUB0006066,CUST005395,P01,2024-06-30,,Active,0,0.0
SUB0006067,CUST005396,P01,2024-03-06,2024-09-12,Cancelled,0,0.0
SUB0006068,CUST005397,P01,2024-04-05,2024-12-15,Cancelled,1,0.0
SUB0006069,CUST005398,P03,2025-03-01,,Active,1,0.0
SUB0006070,CUST005398,P01,2026-04-10,,Active,1,10.0
SUB0006071,CUST005399,P01,2025-09-27,,Active,1,0.0
SUB0006072,CUST005400,P03,2026-02-11,,Active,0,0.0
SUB0006073,CUST005401,P02,2025-02-17,,Active,0,10.0
SUB0006074,CUST005402,P01,2026-01-10,,Active,1,0.0
SUB0006075,CUST005403,P02,2024-08-13,2026-01-28,Cancelled,1,0.0
SUB0006076,CUST005404,P03,2024-04-13,,Active,1,0.0
SUB0006077,CUST005405,P01,2024-12-26,,Active,1,0.0
SUB0006078,CUST005406,P01,2026-03-12,,Active,1,0.0
SUB0006079,CUST005407,P02,2024-11-17,,Active,1,0.0
SUB0006080,CUST005408,P04,2025-07-07,2025-09-19,Cancelled,1,10.0
SUB0006081,CUST005409,P02,2025-04-06,,Active,0,0.0
SUB0006082,CUST005410,P02,2024-09-09,,Active,1,5.0
SUB0006083,CUST005411,P03,2025-03-12,,Active,1,20.0
SUB0006084,CUST005412,P02,2026-02-15,,Active,1,0.0
SUB0006085,CUST005413,P02,2025-05-02,,Active,1,0.0
SUB0006086,CUST005414,P02,2024-12-19,,Active,1,0.0
SUB0006087,CUST005415,P01,2024-11-10,,Active,1,0.0
SUB0006088,CUST005416,P03,2025-09-28,,Active,1,0.0
SUB0006089,CUST005417,P01,2024-06-02,,Active,1,0.0
SUB0006090,CUST005417,P01,2025-04-26,2025-05-30,Cancelled,1,0.0
SUB0006091,CUST005418,P02,2025-05-22,,Active,1,0.0
SUB0006092,CUST005419,P02,2025-05-28,,Active,1,0.0
SUB0006093,CUST005420,P02,2024-08-14,2025-09-09,Cancelled,1,0.0
SUB0006094,CUST005421,P01,2026-01-28,,Active,0,0.0
SUB0006095,CUST005422,P01,2024-06-29,2025-03-23,Cancelled,1,0.0
SUB0006096,CUST005423,P01,2025-07-24,,Active,1,0.0
SUB0006097,CUST005424,P02,2026-03-22,,Active,1,0.0
SUB0006099,CUST005425,P03,2025-02-22,,Active,1,15.0
SUB0006100,CUST005426,P02,2024-09-18,,Active,1,0.0
SUB0006101,CUST005426,P03,2025-09-27,2025-11-16,Cancelled,1,15.0
SUB0006102,CUST005427,P02,2025-08-07,,Active,1,0.0
SUB0006103,CUST005428,P01,2024-01-28,2025-08-15,Cancelled,1,10.0
SUB0006104,CUST005429,P01,2024-12-20,,Active,1,0.0
SUB0006105,CUST005430,P01,2024-11-02,2024-12-24,Cancelled,0,10.0
SUB0006106,CUST005431,P03,2024-09-22,,Active,0,0.0
SUB0006107,CUST005432,P02,2025-01-22,2026-05-29,Cancelled,1,0.0
SUB0006108,CUST005433,P02,2024-11-22,,Active,1,0.0
SUB0006109,CUST005434,P03,2025-12-12,,Active,1,10.0
SUB0006110,CUST005435,P02,2024-04-29,2026-05-25,Cancelled,1,0.0
SUB0006111,CUST005436,P01,2025-05-11,2025-09-18,Cancelled,1,5.0
SUB0006112,CUST005437,P02,2024-12-28,,Active,1,0.0
SUB0006113,CUST005438,P01,2024-11-09,,Active,1,0.0
SUB0006114,CUST005439,P02,2024-11-28,,Active,1,10.0
SUB0006115,CUST005440,P01,2024-05-27,2026-03-14,Cancelled,0,0.0
SUB0006116,CUST005441,P03,2024-02-11,,Active,0,5.0
SUB0006117,CUST005442,P02,2024-07-29,,Active,1,0.0
SUB0006118,CUST005443,P02,2025-04-02,,Active,1,0.0
SUB0006119,CUST005444,P02,2025-07-01,2026-04-11,Cancelled,1,0.0
SUB0006120,CUST005445,P02,2024-06-19,,Active,1,0.0
SUB0006121,CUST005446,P04,2025-01-12,,Active,1,0.0
SUB0006122,CUST005447,P03,2025-07-13,2026-05-09,Cancelled,1,0.0
SUB0006123,CUST005448,P01,2024-06-11,,Active,1,0.0
SUB0006124,CUST005449,P03,2025-07-11,,Active,0,20.0
SUB0006125,CUST005450,P03,2025-12-22,,Active,1,0.0
SUB0006126,CUST005451,P02,2025-11-12,,Active,1,0.0
SUB0006127,CUST005452,P01,2024-06-28,2025-03-31,Cancelled,0,0.0
SUB0006128,CUST005453,P01,2025-09-08,2026-06-13,Cancelled,1,0.0
SUB0006129,CUST005454,P03,2026-02-12,,Active,1,0.0
SUB0006130,CUST005455,P02,2024-07-17,2025-05-23,Cancelled,1,0.0
SUB0006131,CUST005456,P03,2025-10-14,,Active,1,0.0
SUB0006132,CUST005457,P01,2024-09-21,2025-11-25,Cancelled,1,0.0
SUB0006133,CUST005458,P03,2025-08-22,,Active,0,15.0
SUB0006134,CUST005459,P02,2024-12-18,2026-04-28,Cancelled,1,0.0
SUB0006135,CUST005460,P01,2024-03-15,,Active,1,0.0
SUB0006136,CUST005461,P02,2024-08-04,,Active,1,10.0
SUB0006137,CUST005462,P01,2024-12-07,2025-07-26,Cancelled,1,0.0
SUB0006138,CUST005463,P01,2024-07-16,,Active,1,0.0
SUB0006139,CUST005464,P03,2024-07-23,,Active,1,0.0
SUB0006140,CUST005465,P03,2024-06-17,,Active,1,0.0
SUB0006141,CUST005466,P03,2024-11-21,,Active,1,0.0
SUB0006142,CUST005467,P02,2024-08-01,,Active,1,0.0
SUB0006143,CUST005468,P02,2025-01-24,,Active,1,0.0
SUB0006144,CUST005468,P02,2025-08-23,,Active,1,0.0
SUB0006145,CUST005469,P03,2024-08-16,2025-01-09,Cancelled,1,0.0
SUB0006146,CUST005470,P01,2025-04-24,,Active,1,0.0
SUB0006147,CUST005471,P01,2025-08-28,,Active,1,0.0
SUB0006148,CUST005472,P02,2024-01-18,,Active,1,0.0
SUB0006149,CUST005473,P03,2024-09-03,,Active,1,0.0
SUB0006150,CUST005474,P01,2024-11-06,,Active,0,0.0
SUB0006151,CUST005474,P01,2025-11-12,,Active,1,0.0
SUB0006152,CUST005475,P01,2024-04-27,2024-09-09,Cancelled,1,0.0
SUB0006153,CUST005476,P04,2025-06-26,,Active,1,0.0
SUB0006155,CUST005477,P01,2025-12-10,,Active,1,0.0
SUB0006156,CUST005478,P01,2024-03-04,2026-06-25,Cancelled,1,0.0
SUB0006157,CUST005479,P01,2026-02-28,,Active,1,15.0
SUB0006158,CUST005480,P01,2024-03-21,2024-12-12,Cancelled,0,0.0
SUB0006159,CUST005480,P01,2025-02-02,,Active,1,0.0
SUB0006160,CUST005481,P02,2024-04-29,,Active,1,10.0
SUB0006161,CUST005481,P01,2024-10-02,2025-06-11,Cancelled,1,10.0
SUB0006162,CUST005482,P02,2025-05-11,,Active,1,0.0
SUB0006163,CUST005483,P01,2024-06-01,,Active,1,0.0
SUB0006164,CUST005483,P03,2025-04-14,2025-10-16,Cancelled,1,0.0
SUB0006165,CUST005484,P01,2025-08-01,2026-05-19,Cancelled,1,0.0
SUB0006166,CUST005485,P02,2024-04-12,2024-06-20,Cancelled,1,0.0
SUB0006167,CUST005485,P03,2024-07-11,,Active,1,0.0
SUB0006168,CUST005486,P04,2024-07-23,,Active,1,10.0
SUB0006169,CUST005487,P01,2025-03-28,,Active,0,0.0
SUB0006170,CUST005488,P02,2025-11-13,,Active,0,0.0
SUB0006171,CUST005489,P01,2024-01-31,,Active,1,0.0
SUB0006172,CUST005490,P03,2024-12-10,,Active,1,0.0
SUB0006173,CUST005491,P02,2025-02-09,,Active,1,5.0
SUB0006174,CUST005492,P01,2024-05-03,,Active,1,0.0
SUB0006175,CUST005493,P02,2025-03-21,,Active,1,0.0
SUB0006176,CUST005494,P01,2025-05-18,,Active,1,0.0
SUB0006177,CUST005495,P01,2024-04-10,2026-06-11,Cancelled,1,0.0
SUB0006178,CUST005496,P01,2024-11-13,,Active,0,0.0
SUB0006179,CUST005497,P03,2025-05-01,2026-04-19,Cancelled,0,0.0
SUB0006180,CUST005498,P04,2024-03-25,,Active,1,0.0
SUB0006181,CUST005499,P04,2024-11-25,,Active,1,0.0
SUB0006182,CUST005500,P01,2024-05-03,,Active,1,0.0
SUB0006183,CUST005501,P02,2024-05-05,2026-01-18,Cancelled,0,0.0
SUB0006184,CUST005502,P03,2025-04-23,,Active,1,0.0
